Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Market Capitalisation (Rs. Cr.)
500002,ABB India Limited,ABB,ABB India Limited,Active,A,2.0,INE117A01022,Heavy Electrical Equipment,90374.68
500003,Aegis Logistics Ltd.,AEGISLOG,AEGIS LOGISTICS LTD.,Active,A,1.0,INE208C01025,Trading - Gas,12979.98
500008,Amara Raja Batteries Ltd,AMARAJABAT,AMARA RAJA BATTERIES LTD.,Active,A,1.0,INE885A01032,Auto Components & Equipments,10686.88
500009,"Ambalal Sarabhai Enterprise Ltd.,",AMBALALSA,AMBALAL SARABHAI ENTERPRISES LTD.,Active,X,10.0,INE432A01017,Pharmaceuticals,245.76
500012,"Andhra Petrochemicals Ltd.,",ANDHRAPET,ANDHRA PETROCHEMICALS LTD.,Active,X,10.0,INE714B01016,Commodity Chemicals,648.84
500013,Ansal Properties & Infrastructure Ltd.,ANSALAPI,ANSAL PROPERTIES & INFRASTRUCTURE LTD.,Active,T,5.0,INE436A01026,Residential- Commercial Projects,135.21
500014,UTIQUE ENTERPRISES LIMITED,UTIQUE,Utique Enterprises Ltd,Active,X,10.0,INE096A01010,Precious Metals,31.46
500016,Aruna Hotels Ltd.,ARUNAHTEL,ARUNA HOTELS LTD.,Active,XT,10.0,INE957C01019,Hotels & Resorts,72.78
500020,"Bombay Dyeing & Mfg. Co. Ltd.,",BOMDYEING,BOMBAY DYEING & MFG.CO.LTD.,Active,A,2.0,INE032A01023,Other Textile Products,2800.61
500023,Asian Hotels (North) Limited,ASIANHOTNR,Asian Hotels (North) Limited,Active,T,10.0,INE363A01022,Hotels & Resorts,307.36
500027,"Atul Limited.,",ATUL,ATUL LTD.,Active,A,10.0,INE100A01010,Specialty Chemicals,20477.49
500028,ATV Projects India Ltd,ATVPR,ATV PROJECTS INDIA LTD.,Active,XT,10.0,INE447A01015,Industrial Products,74.74
500031,"Bajaj Electricals Ltd.,",BAJAJELEC,BAJAJ ELECTRICALS LTD.-$,Active,A,2.0,INE193E01025,Household Appliances,13024.94
500032,Bajaj Hindusthan Sugar Limited,BAJAJHIND,Bajaj Hindusthan Sugar Limited,Active,A,1.0,INE306A01021,Sugar,3035.01
500033,Force Motors Limited,FORCEMOT,FORCE MOTORS LTD.-$,Active,B,10.0,INE451A01017,Passenger Cars & Utility Vehicles,4450.74
500034,Bajaj Finance Limited,BAJFINANCE,Bajaj Finance Limited,Active,A,2.0,INE296A01024,Non Banking Financial Company (NBFC),438333.95
500038,Balrampur Chini Mills Ltd.,BALRAMCHIN,BALRAMPUR CHINI MILLS LTD.,Active,A,1.0,INE119A01028,Sugar,7949.4
500039,"Banco Products (India) Ltd.,",BANCOINDIA,BANCO PRODUCTS (INDIA) LTD.-$,Active,B,2.0,INE213C01025,Auto Components & Equipments,3693.22
500040,"Century Textiles & Industries Ltd.,",CENTURYTEX,CENTURY TEXTILES & INDUSTRIES LTD.,Active,A,10.0,INE055A01016,Paper & Paper Products,11315.89
500041,"Bannari Amman Sugars Ltd.,",BANARISUG,BANNARI AMMAN SUGARS LTD.,Active,B,10.0,INE459A01010,Sugar,3409.11
500042,BASF India Ltd,BASF,BASF INDIA LTD.,Active,A,10.0,INE373A01013,Specialty Chemicals,10897.59
500043,Bata India Limited,BATAINDIA,BATA INDIA LTD.,Active,A,5.0,INE176A01028,Footwear,21769.99
500048,BEML Ltd,BEML,BEML LTD.,Active,A,10.0,INE258A01016,Construction Vehicles,9034.15
500049,"Bharat Electronics Ltd.,",BEL,BHARAT ELECTRONICS LTD.,Active,A,1.0,INE263A01024,Aerospace & Defense,98572.37
500052,"Bhansali Engineering Polymers Ltd.,",BEPL,BHANSALI ENGINEERING POLYMERS LTD.-$,Active,B,1.0,INE922A01025,Specialty Chemicals,2153.37
500058,Bihar Sponge Iron Ltd,BIHSPONG,BIHAR SPONGE IRON LTD.,Active,XT,10.0,INE819C01011,Sponge Iron,77.85
500059,Binani Industries Limited,BINANIIND,BINANI INDUSTRIES LTD.,Active,T,10.0,INE071A01013,Print Media,43.91
500060,Birla Cable Limited,BIRLACABLE,Birla Cable Ltd,Active,B,10.0,INE800A01015,Telecom -  Equipment & Accessories,897.3
500067,Blue Star Ltd,BLUESTARCO,BLUE STAR LTD.,Active,A,2.0,INE472A01039,Household Appliances,14031.01
500068,Disa India Ltd.,DISAQ,DISA INDIA LTD.,Active,B,10.0,INE131C01011,Industrial Products,2114.17
500069,QUEST CAPITAL MARKETS LIMITED,QUESTCAP,Quest Capital Markets Ltd,Active,X,10.0,INE418C01012,Other Capital Market related Services,275.0
500074,"BPL Ltd.,",BPL,BPL LTD.,Active,B,10.0,INE110A01019,Consumer Electronics,332.06
500078,ORIENTAL AROMATICS LIMITED,OAL,Oriental Aromatics Ltd-$,Active,B,5.0,INE959C01023,Specialty Chemicals,1339.58
500083,"Century Extrusions Ltd.,",CENTEXT,CENTURY EXTRUSIONS LTD.,Active,B,1.0,INE281A01026,Aluminium- Copper & Zinc Products,85.6
500084,"CESC Limited,",CESC,CESC LTD.,Active,A,1.0,INE486A01021,Integrated Power Utilities,10849.79
500085,Chambal Fertilisers & Chemicals Ltd,CHAMBLFERT,CHAMBAL FERTILISERS & CHEMICALS LTD.,Active,A,10.0,INE085A01013,Fertilizers,11441.5
500086,"Exide Industries Ltd.,",EXIDEIND,EXIDE INDUSTRIES LTD.,Active,A,1.0,INE302A01020,Auto Components & Equipments,22185.0
500087,"Cipla Ltd.,",CIPLA,CIPLA LTD.,Active,A,2.0,INE059A01026,Pharmaceuticals,99228.78
500089,DIC India Ltd,DICIND,DIC INDIA LTD.,Active,B,10.0,INE303A01010,Printing Inks,421.32
500092,CRISIL Ltd.,CRISIL,CRISIL LTD.,Active,A,1.0,INE007A01025,Other Financial Services,28499.05
500093,CG Power and Industrial Solutions Limited,CGPOWER,CG Power and Industrial Solutions Ltd,Active,A,2.0,INE067A01029,Heavy Electrical Equipment,62487.68
500096,Dabur India Ltd.,DABUR,DABUR INDIA LTD.,Active,A,1.0,INE016A01026,Personal Care,98197.3
500097,Dalmia Bharat Sugar and Industries Ltd,DALMIASUG,Dalmia Bharat Sugar and Industries Ltd,Active,B,2.0,INE495A01022,Sugar,2962.38
500101,"Arvind Ltd.,",ARVIND,ARVIND LTD.,Active,A,10.0,INE034A01011,Garments & Apparels,4555.86
500103,"Bharat Heavy Electricals Ltd.,",BHEL,BHARAT HEAVY ELECTRICALS LTD.,Active,A,2.0,INE257A01026,Heavy Electrical Equipment,38146.0
500104,Hindustan Petroleum Corporation Ltd,HINDPETRO,HINDUSTAN PETROLEUM CORPORATION LTD.,Active,A,10.0,INE094A01015,Refineries & Marketing,37485.14
500106,IFCI Ltd.,IFCI,IFCI LTD.,Active,A,10.0,INE039A01010,Financial Institution,3602.47
500108,Mahanagar Telephone Nigam Ltd.,MTNL,MAHANAGAR TELEPHONE NIGAM LTD.,Active,A,10.0,INE153A01019,Telecom - Cellular & Fixed line services,1498.77
500109,Mangalore Refinery & Petrochemicals,MRPL,MANGALORE REFINERY & PETROCHEMICALS LTD.,Active,A,10.0,INE103A01014,Refineries & Marketing,16474.43
500110,Chennai Petroleum Corporation Ltd.,CHENNPETRO,CHENNAI PETROLEUM CORPORATION LTD.,Active,A,10.0,INE178A01016,Refineries & Marketing,5748.72
500111,Reliance Capital Limited,RELCAPITAL,RELIANCE CAPITAL LTD.,Active,T,10.0,INE013A01015,Investment Company,233.0
500112,"State Bank Of India,",SBIN,STATE BANK OF INDIA,Active,A,1.0,INE062A01020,Public Sector Bank,511201.77
500113,"Steel Authority of India Ltd.,",SAIL,STEEL AUTHORITY OF INDIA LTD.,Active,A,10.0,INE114A01011,Iron & Steel,35935.93
500114,Titan Company Limited,TITAN,Titan Company Limited,Active,A,1.0,INE280A01028,Gems- Jewellery And Watches,270712.63
500116,IDBI Bank Ltd,IDBI,IDBI BANK LTD.,Active,A,10.0,INE008A01015,Private Sector Bank,65202.57
500117,"DCW Ltd.,",DCW,DCW LTD.,Active,A,2.0,INE500A01029,Petrochemicals,1640.18
500119,"Dhampur Sugar Mills Ltd.,",DHAMPURSUG,DHAMPUR SUGAR MILLS LTD.,Active,A,10.0,INE041A01016,Sugar,1692.22
500120,"Diamines & Chemicals Ltd.,",DIAMINESQ,DIAMINES & CHEMICALS LTD.-$,Active,X,10.0,INE591D01014,Specialty Chemicals,462.6
500123,Elantas Beck India Ltd,ELANTAS,ELANTAS BECK INDIA LTD.-$,Active,B,10.0,INE280B01018,Specialty Chemicals,5810.71
500124,"Dr. Reddy's Laboratories Ltd.,",DRREDDY,DR.REDDY'S LABORATORIES LTD.,Active,A,5.0,INE089A01023,Pharmaceuticals,96420.46
500125,"E.I.D. Parry (India) Ltd.,",EIDPARRY,E.I.D.-PARRY (INDIA) LTD.,Active,A,1.0,INE126A01031,Fertilizers,8464.93
500126,PROCTER & GAMBLE HEALTH LIMITED,PGHL,Procter & Gamble Health Ltd,Active,A,10.0,INE199A01012,Pharmaceuticals,8020.41
500128,"Electrosteel Castings Ltd.,",ELECTCAST,ELECTROSTEEL CASTINGS LTD.,Active,A,1.0,INE086A01029,Iron & Steel Products,4077.8
500133,Esab India Ltd.,ESABINDIA,ESAB INDIA LTD.,Active,A,10.0,INE284A01012,Other Industrial Products,8761.48
500135,EPL LIMITED,EPL,EPL Ltd,Active,A,2.0,INE255A01020,Packaging,6354.41
500136,"Ester Industries Ltd.,",ESTER,ESTER INDUSTRIES LTD.,Active,B,5.0,INE778B01029,Packaging,778.48
500142,FGP Ltd,FGP,FGP LTD.,Active,X,10.0,INE512A01016,Non Banking Financial Company (NBFC),7.32
500143,P.H. Capital Ltd.,PHCAP,PH CAPITAL LTD.,Active,XT,10.0,INE160F01013,Investment Company,21.36
500144,"Finolex Cables Ltd.,",FINCABLES,FINOLEX CABLES LTD.,Active,A,2.0,INE235A01022,Cables - Electricals,16263.57
500147,JOHN COCKERILL INDIA LIMITED,COCKERILL,John Cockerill India Ltd-$,Active,X,10.0,INE515A01019,Industrial Products,1480.46
500148,Uflex Limited,UFLEX,UFLEX LTD.,Active,A,10.0,INE516A01017,Packaging,2733.57
500150,Foseco India Ltd,FOSECOIND,FOSECO INDIA LTD.,Active,B,10.0,INE519A01011,Specialty Chemicals,2356.99
500151,Golden Tobacco Ltd.,GOLDENTOBC,GOLDEN TOBACCO LTD.,Active,Z,10.0,INE973A01010,Residential- Commercial Projects,91.3
500153,"Ganesh Benzoplast Ltd.,",GANESHBE,GANESH BENZOPLAST LTD.,Active,B,1.0,INE388A01029,Oil Storage & Transportation,1123.45
500159,Metroglobal Limited,METROGLOBL,Metroglobal Limited,Active,X,10.0,INE085D01033,Trading & Distributors,113.99
500160,GTL Ltd,GTL,GTL LTD.,Active,B,10.0,INE043A01012,Other Telecom Services,109.48
500163,"Godfrey Phillips India Ltd.,",GODFRYPHLP,GODFREY PHILLIPS INDIA LTD.,Active,A,2.0,INE260B01028,Cigarettes & Tobacco Products,11089.0
500164,Godrej Industries Ltd.,GODREJIND,GODREJ INDUSTRIES LTD.,Active,A,1.0,INE233A01035,Diversified,17745.17
500165,Kansai Nerolac Paints,KANSAINER,KANSAI NEROLAC PAINTS LTD.,Active,A,1.0,INE531A01024,Paints,26429.97
500166,"Goodricke Group Ltd.,",GOODRICKE,GOODRICKE GROUP LTD.,Active,X,10.0,INE300A01016,Tea & Coffee,427.03
500168,"Goodyear India Ltd.,",GOODYEAR,GOODYEAR INDIA LTD.,Active,B,10.0,INE533A01012,Tyres & Rubber Products,3138.77
500170,GTN Industries Limited,GTNINDS,GTN INDUSTRIES LTD.,Active,XT,10.0,INE537A01013,Other Textile Products,57.18
500171,GHCL Ltd.,GHCL,GHCL LTD.,Active,A,10.0,INE539A01019,Commodity Chemicals,5154.94
500173,GFL LIMITED,GFLLIMITED,GFL Ltd,Active,B,1.0,INE538A01037,Holding Company,964.26
500174,"Gujarat Lease Financing Limited,",GLFL,GUJARAT LEASE FINANCING LTD.,Active,B,10.0,INE540A01017,Other Financial Services,10.44
500179,HCL Infosystems Ltd,HCL-INSYS,HCL INFOSYSTEMS LTD.,Active,T,2.0,INE236A01020,Computers Hardware & Equipments,593.57
500180,HDFC Bank Ltd.,HDFCBANK,HDFC Bank Ltd,Active,A,1.0,INE040A01034,Private Sector Bank,1193752.17
500182,Hero MotoCorp Limited,HEROMOTOCO,HERO MOTOCORP LTD.,Active,A,2.0,INE158A01026,2/3 Wheelers,58575.6
500183,HFCL LIMITED,HFCL,HFCL Ltd,Active,A,1.0,INE548A01028,Telecom - Infrastructure,9823.42
500184,Himadri Speciality Chemical Ltd.,HSCL,Himadri Speciality Chemical Ltd,Active,A,1.0,INE019C01026,Specialty Chemicals,8790.89
500185,"Hindustan Construction Co. Ltd.,",HCC,HINDUSTAN CONSTRUCTION CO.LTD.,Active,A,1.0,INE549A01026,Civil Construction,4269.77
500186,Hindustan Oil Exploration Co. Ltd.,HINDOILEXP,HINDUSTAN OIL EXPLORATION CO.LTD.,Active,A,10.0,INE345A01011,Oil Exploration & Production,2134.41
500187,AGI GREENPAC LIMITED,AGI,Agi Greenpac Ltd,Active,A,2.0,INE415A01038,Packaging,4582.52
500188,"Hindustan Zinc Ltd.,",HINDZINC,HINDUSTAN ZINC LTD.,Active,A,2.0,INE267A01025,Zinc,133583.46
500189,NDL Ventures Limited,NDLVENTURE,NDL Ventures Ltd,Active,T,10.0,INE353A01023,TV Broadcasting & Software Production,438.91
500191,HMT Limited,HMT,HMT LTD.,Active,Z,10.0,INE262A01018,Industrial Products,1419.07
500192,Prag Bosimi Synthetics Ltd.,PRAGBOS,PRAG BOSIMI SYNTHETICS LTD.,Active,X,10.0,INE962B01011,Other Textile Products,19.71
500193,HLV LIMITED,HLVLTD,HLV Ltd,Active,B,2.0,INE102A01024,Hotels & Resorts,895.27
500199,IG Petrochemicals Ltd,IGPL,I G PETROCHEMICALS LTD.,Active,B,10.0,INE204A01010,Commodity Chemicals,1548.37
500201,India Glycols Ltd,INDIAGLYCO,INDIA GLYCOLS LTD.,Active,A,10.0,INE560A01015,Commodity Chemicals,2348.12
500202,"India Lease Devl. Ltd.,",INDLEASE,INDIA LEASE DEVELOPMENT LTD.,Active,XT,10.0,INE333C01013,Non Banking Financial Company (NBFC),8.32
500206,Margo Finance Limited,MARGOFIN,Margo Finance Limited,Active,X,10.0,INE680B01019,Non Banking Financial Company (NBFC),13.24
500207,"Indo Rama Synthetics (India) Ltd.,",INDORAMA,INDO RAMA SYNTHETICS (INDIA) LTD.,Active,B,10.0,INE156A01020,Other Textile Products,1240.29
500209,Infosys Ltd,INFY,INFOSYS LTD.,Active,A,5.0,INE009A01021,Computers - Software & Consulting,587628.42
500210,Ingersoll-Rand (India) Ltd.,INGERRAND,INGERSOLL-RAND (INDIA) LTD.,Active,A,10.0,INE177A01018,Compressors- Pumps & Diesel Engines,10109.18
500213,International Travel House Ltd,ITHL,INTERNATIONAL TRAVEL HOUSE LTD.-$,Active,X,10.0,INE262B01016,"Tour, Travel Related Services",274.49
500214,Ion Exchange (India) Ltd,IONEXCHANG,ION EXCHANGE (INDIA) LTD.-$,Active,A,1.0,INE570A01022,Civil Construction,7305.46
500215,Agro Tech Foods Ltd,ATFL,AGRO TECH FOODS LTD.,Active,B,10.0,INE209A01019,Edible Oil,2022.41
500219,"Jain Irrigation Systems Ltd.,",JISLJALEQS,JAIN IRRIGATION SYSTEMS LTD.,Active,A,2.0,INE175A01038,Plastic Products - Industrial,3855.05
500220,Jasch Industries Ltd.,JASCH,JASCH INDUSTRIES LTD.,Active,X,10.0,INE711C01010,Other Textile Products,248.98
500223,JCT Ltd,JCTLTD,JCT LTD.,Active,X,2.5,INE945A01026,Other Textile Products,175.4
500227,Jindal Poly Films Ltd.,JINDALPOLY,JINDAL POLY FILMS LTD.,Active,A,10.0,INE197D01010,Packaging,2761.17
500228,JSW Steel Limited,JSWSTEEL,JSW STEEL LTD.,Active,A,1.0,INE019A01038,Iron & Steel,186826.97
500231,Umang Dairies Limited,UMANGDAIR,UMANG DAIRIES LTD.,Active,B,5.0,INE864B01027,Dairy Products,161.28
500233,Kajaria Ceramics Ltd,KAJARIACER,KAJARIA CERAMICS LTD.,Active,A,1.0,INE217B01036,Ceramics,23422.12
500234,Kakatiya Cement Sugar & Industries Ltd.,KAKATCEM,KAKATIYA CEMENT SUGAR & INDUSTRIES LTD.,Active,B,10.0,INE437B01014,Cement & Cement Products,162.16
500235,Kalyani Steels Ltd,KSL,KALYANI STEELS LTD.,Active,B,5.0,INE907A01026,Iron & Steel Products,2060.21
500236,Kanel Industries Limited,KANELIND,Kanel Industries Limited,Active,XT,10.0,INE252C01015,Trading & Distributors,2.74
500238,Whirlpool of India Ltd,WHIRLPOOL,WHIRLPOOL OF INDIA LTD.,Active,A,10.0,INE716A01013,Household Appliances,20684.55
500239,K.G.Denim Ltd,KGDENIM,KG DENIM LTD.,Active,X,10.0,INE104A01012,Other Textile Products,76.66
500240,"Kinetic Engineering Ltd.,",KINETICENG,KINETIC ENGINEERING LTD.,Active,X,10.0,INE266B01017,Auto Components & Equipments,239.11
500241,"Kirloskar Brothers Ltd.,",KIRLOSBROS,KIRLOSKAR BROTHERS LTD.-$,Active,B,2.0,INE732A01036,Compressors- Pumps & Diesel Engines,6926.05
500243,Kirloskar Industries Ltd,KIRLOSIND,Kirloskar Industries Ltd,Active,B,10.0,INE250A01039,Castings & Forgings,3518.78
500245,Kirloskar Ferrous Industries Ltd.,KIRLFER,KIRLOSKAR FERROUS INDUSTRIES LTD.,Active,A,5.0,INE884B01025,Pig Iron,6580.85
500246,Envair Electrodyne Ltd.,ENVAIREL,ENVAIR ELECTRODYNE LTD.,Active,XT,10.0,INE601C01013,Industrial Products,78.48
500247,Kotak Mahindra Bank Ltd.,KOTAKBANK,KOTAK MAHINDRA BANK LTD.,Active,A,5.0,INE237A01028,Private Sector Bank,355827.49
500248,KRISHNA FILAMENT INDUSTRIES LIMITED,KRIFILIND,Krishna Filament Industries Ltd,Active,XT,10.0,INE073A01019,Plastic Products - Industrial,2.71
500249,KSB LIMITED,KSB,KSB Ltd,Active,A,10.0,INE999A01015,Compressors- Pumps & Diesel Engines,9400.73
500250,L.g.Balkrishnan & Bros. Ltd.,LGBBROSLTD,L.G.BALAKRISHNAN & BROS.LTD.,Active,A,10.0,INE337A01034,Auto Components & Equipments,3137.04
500251,Trent Ltd [Lakme Ltd],TRENT,TRENT LTD.,Active,A,1.0,INE849A01020,Speciality Retail,71287.68
500252,"Lakshmi Machine Works Ltd.,",LAXMIMACH,LAKSHMI MACHINE WORKS LTD.,Active,A,10.0,INE269B01029,Industrial Products,14264.9
500253,Lic Housing Finance Ltd.,LICHSGFIN,LIC HOUSING FINANCE LTD.,Active,A,2.0,INE115A01026,Housing Finance Company,23097.15
500257,Lupin Ltd,LUPIN,LUPIN LTD.,Active,A,2.0,INE326A01037,Pharmaceuticals,50448.64
500259,"Lyka Labs Ltd.,",LYKALABS,LYKA LABS LTD.,Active,B,10.0,INE933A01014,Pharmaceuticals,387.98
500260,The Ramco Cements Limited,RAMCOCEM,The Ramco Cements Limited,Active,A,1.0,INE331A01037,Cement & Cement Products,20513.72
500262,HYBRID FINANCIAL SERVICES LIMITED,HYBRIDFIN,Hybrid Financial Services Ltd,Active,T,5.0,INE965B01022,Non Banking Financial Company (NBFC),23.43
500264,"Mafatlal Industries Ltd.,",MAFATIND,MAFATLAL INDUSTRIES LTD.-$,Active,X,2.0,INE270B01035,Other Textile Products,736.56
500265,Maharashtra Seamless Ltd.,MAHSEAMLES,MAHARASHTRA SEAMLESS LTD.,Active,A,5.0,INE271B01025,Iron & Steel Products,6884.49
500266,"Maharashtra Scooters Ltd.,",MAHSCOOTER,MAHARASHTRA SCOOTERS LTD.,Active,A,10.0,INE288A01013,Investment Company,7829.03
500267,"Majestic Auto Ltd.,",MAJESAUT,MAJESTIC AUTO LTD.-$,Active,X,10.0,INE201B01022,Diversified Commercial Services,195.58
500268,"Manali Petrochemicals Ltd.,",MANALIPETC,MANALI PETROCHEMICAL LTD.,Active,B,5.0,INE201A01024,Petrochemicals,1085.66
500270,"Baroda Rayon Corpn. Ltd.,",BARODARY,BARODA RAYON CORPORATION LTD.,Active,XT,10.0,INE461A01024,Other Textile Products,385.6
500271,Max Financial Services Limited,MFSL,Max Financial Services Ltd,Active,A,2.0,INE180A01020,Life Insurance,32021.47
500277,Mid India Industries Limited,MIDINDIA,MID INDIA INDUSTRIES LTD.,Active,XT,10.0,INE401C01018,Other Textile Products,14.1
500279,Mirc Electronics Ltd,MIRCELECTR,MIRC ELECTRONICS LTD.,Active,T,1.0,INE831A01028,Consumer Electronics,487.77
500280,"Century Enka Ltd.,",CENTENKA,CENTURY ENKA LTD.,Active,B,10.0,INE485A01015,Other Textile Products,929.52
500284,Lords Chloro Alkali Ltd,LORDSCHLO,LORDS CHLORO ALKALI LTD.,Active,B,10.0,INE846D01012,Commodity Chemicals,438.31
500285,SpiceJet Limited,SPICEJET,SPICEJET LTD.,Active,B,10.0,INE285B01017,Airline,1854.29
500288,Morepen Laboratories Ltd.,MOREPENLAB,MOREPEN LABORATORIES LTD.,Active,A,2.0,INE083A01026,Pharmaceuticals,1981.29
500290,"M.R.F. Ltd.,",MRF,MRF LTD.,Active,A,10.0,INE883A01011,Tyres & Rubber Products,45907.55
500292,HeidelbergCement  India Limited,HEIDELBERG,HEIDELBERGCEMENT INDIA LTD.,Active,A,10.0,INE578A01017,Cement & Cement Products,4210.47
500294,NCC Limited,NCC,NCC Limited,Active,A,2.0,INE868B01028,Civil Construction,9508.74
500295,Vedanta Limited,VEDL,Vedanta Limited,Active,A,1.0,INE205A01025,Diversified Metals,88562.21
500296,"Nahar Spinning Mills Ltd.,",NAHARSPING,NAHAR SPINNING MILLS LTD.,Active,B,5.0,INE290A01027,Other Textile Products,960.96
500298,National Peroxide Ltd.,NATPEROX,NATIONAL PEROXIDE LTD.,Active,X,10.0,INE585A01020,Commodity Chemicals,828.03
500300,"Grasim Industries Ltd.,",GRASIM,GRASIM INDUSTRIES LTD.,Active,A,2.0,INE047A01021,Cement & Cement Products,117569.32
500302,Piramal Enterprises Limited,PEL,PIRAMAL ENTERPRISES LTD.,Active,A,2.0,INE140A01024,Non Banking Financial Company (NBFC),26405.75
500304,"NIIT Ltd.,",NIITLTD,NIIT LTD.,Active,A,2.0,INE161A01038,Education,1078.82
500306,Jaykay Enterprises Limited,JAYKAY,JAYKAY ENTERPRISES LTD.,Active,XT,1.0,INE903A01025,Depositories- Clearing Houses and Other Intermediaries,372.95
500307,"Nirlon Limited,",NIRLON,NIRLON LTD.,Active,B,10.0,INE910A01012,Diversified Commercial Services,3963.84
500312,Oil And Natural Gas Corporation Ltd,ONGC,Oil and Natural Gas Corporation Ltd,Active,A,5.0,INE213A01029,Oil Exploration & Production,220343.59
500313,Oil Country Tubular Ltd.,OILCOUNTUB,OIL COUNTRY TUBULAR LTD.,Active,T,10.0,INE591A01010,Oil Equipment & Services,92.34
500314,"Oriental Hotels Ltd.,",ORIENTHOT,ORIENTAL HOTELS LTD.,Active,B,1.0,INE750A01020,Hotels & Resorts,1423.97
500317,"Oswal Agro Mills Ltd.,",OSWALAGRO,OSWAL AGRO MILLS LTD.,Active,B,10.0,INE142A01012,Trading & Distributors,417.6
500319,Indian Sucrose Ltd.,INDSUCR,INDIAN SUCROSE LTD.,Active,X,10.0,INE557C01017,Sugar,131.09
500325,Reliance Industries Ltd,RELIANCE,RELIANCE INDUSTRIES LTD.,Active,A,10.0,INE002A01018,Refineries & Marketing,1652535.99
500327,Pil Italica Lifestyle Limited,PILITA,Pil Italica Lifestyle Ltd,Active,T,1.0,INE600A01035,Plastic Products - Consumer,264.61
500330,Raymond Limited,RAYMOND,RAYMOND LTD.,Active,A,10.0,INE301A01014,Garments & Apparels,12840.41
500331,Pidilite Industries Ltd.,PIDILITIND,PIDILITE INDUSTRIES LTD.,Active,A,1.0,INE318A01026,Specialty Chemicals,127787.52
500333,"Pix Transmissions Ltd.,",PIXTRANS,PIX TRANSMISSIONS LTD.,Active,B,10.0,INE751B01018,Rubber,1585.29
500335,Birla Corporation Ltd.,BIRLACORPN,BIRLA CORPORATION LTD.,Active,A,10.0,INE340A01012,Cement & Cement Products,8647.32
500336,"Surya Roshni Ltd.,",SURYAROSNI,SURYA ROSHNI LTD.,Active,A,10.0,INE335A01012,Iron & Steel Products,4712.36
500337,Prime Securities Ltd.,PRIMESECU,PRIME SECURITIES LTD.,Active,B,5.0,INE032B01021,Other Financial Services,487.53
500338,PRISM JOHNSON LIMITED.,PRSMJOHNSN,Prism Johnson Ltd,Active,A,10.0,INE010A01011,Cement & Cement Products,6455.55
500339,Rain Industries Limited,RAIN,Rain Industries Ltd,Active,A,2.0,INE855B01025,Petrochemicals,5282.31
500343,AMJ LAND HOLDINGS LIMITED,AMJLAND,AMJ Land Holdings Ltd,Active,B,2.0,INE606A01024,Residential- Commercial Projects,126.98
500346,Punjab Communications Limited,PUNJCOMMU,PUNJAB COMMUNICATIONS LTD.-$,Active,B,10.0,INE609A01010,Telecom -  Equipment & Accessories,40.28
500350,RSWM Limited,RSWM,RSWM LTD.,Active,B,10.0,INE611A01016,Other Textile Products,945.33
500354,"Rajshree Sugars & Chemicals Ltd.,",RAJSREESUG,RAJSHREE SUGARS & CHEMICALS LTD.,Active,B,10.0,INE562B01019,Sugar,181.28
500355,Rallis India Ltd,RALLIS,RALLIS INDIA LTD.,Active,A,1.0,INE613A01020,Pesticides & Agrochemicals,4541.82
500356,Shree Rama Newsprint Limited,RAMANEWS,SHREE RAMA NEWSPRINT LTD.,Active,B,10.0,INE278B01020,Paper & Paper Products,193.25
500357,"Rama Paper Mills Limited,",RAMAPPR-B,RAMA PAPER MILLS LTD.,Active,XT,10.0,INE425E01013,Paper & Paper Products,24.15
500358,Rama Petrochemicals Ltd,RAMAPETRO,RAMA PETROCHEMICALS LTD.,Active,X,10.0,INE783A01013,Non Banking Financial Company (NBFC),4.31
500360,"Rapicut Carbides Ltd.,",RAPICUT,RAPICUT CARBIDES LTD.,Active,XT,10.0,INE350D01015,Industrial Products,36.62
500365,WELSPUN SPECIALTY SOLUTIONS LIMITED,WELSPLSOL,Welspun Specialty Solutions Ltd,Active,XT,6.0,INE731F01037,Iron & Steel Products,1951.26
500366,"Rolta India Ltd.,",ROLTA,ROLTA INDIA LTD.,Active,Z,10.0,INE293A01013,IT Enabled Services,38.98
500367,Rubfila International Ltd.,RUBFILA,RUBFILA INTERNATIONAL LTD.,Active,X,5.0,INE642C01025,Tyres & Rubber Products,406.19
500368,Patanjali Foods Limited,PATANJALI,Patanjali Foods Ltd,Active,T,2.0,INE619A01035,Edible Oil,45341.67
500370,Salora International Limited,SALORAINTL,SALORA INTERNATIONAL LTD.,Active,XT,10.0,INE924A01013,Trading & Distributors,45.08
500378,Jindal Saw Ltd.,JINDALSAW,JINDAL SAW LTD.,Active,A,2.0,INE324A01024,Iron & Steel Products,9926.77
500380,JK Lakshmi Cement Limited,JKLAKSHMI,JK LAKSHMI CEMENT LTD.,Active,A,5.0,INE786A01032,Cement & Cement Products,7589.13
500387,"Shree Cements Ltd.,",SHREECEM,SHREE CEMENT LTD.,Active,A,10.0,INE070A01015,Cement & Cement Products,86652.07
500388,Shree Krishna Paper Mills & Industr,SKPMIL,SHREE KRISHNA PAPER MILLS & INDUSTRIES LTD.,Active,XT,10.0,INE970C01012,Paper & Paper Products,27.96
500390,Reliance Infrastructure Ltd,RELINFRA,RELIANCE INFRASTRUCTURE LTD.,Active,T,10.0,INE036A01016,Integrated Power Utilities,6263.62
