Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Market Capitalisation (Rs. Cr.)
539469,PANORAMA STUDIOS INTERNATIONAL LIMITED,PANORAMA,Panorama Studios International Ltd,Active,XT,10.0,INE258R01010,Film Production- Distribution & Exhibition,277.56
539470,Shree Ganesh Biotech (India) Limited,SHREEGANES,Shree Ganesh Biotech (India) Ltd,Active,X,1.0,INE051N01026,Biotechnology,41.06
539479,GTV Engineering Limited,GTV,GTV Engineering Ltd,Active,X,10.0,INE910R01016,Industrial Products,109.37
539486,Geetanjali Credit And Capital Limited,GEETANJ,Geetanjali Credit and Capital Ltd,Active,XT,10.0,INE263R01010,Non Banking Financial Company (NBFC),0.77
539488,Tirupati Fin-Lease Ltd.,TFLL,Tirupati Finlease Ltd,Active,XT,10.0,INE027S01017,Investment Company,
539492,Garbi Finvest Limited,GARBIFIN,Garbi Finvest Ltd,Active,XT,10.0,INE721C01019,Non Banking Financial Company (NBFC),31.79
539494,Smart Finsec Limited,SMARTFIN,Smart Finsec Ltd,Active,X,1.0,INE766D01020,Non Banking Financial Company (NBFC),22.5
539495,Rajkot Investment Trust Limited,RAJKOTINV,Rajkot Investment Trust Ltd,Active,XT,10.0,INE176R01014,Non Banking Financial Company (NBFC),3.47
539506,Adcon Capital Services Limited,ADCON,Adcon Capital Services Ltd,Active,XT,1.0,INE805Q01028,Non Banking Financial Company (NBFC),12.71
539515,QUINT DIGITAL MEDIA LIMITED,QUINT,Quint Digital Media Ltd,Active,X,10.0,INE641R01017,Electronic Media,701.86
539518,Uday Jewellery Industries Limited.,UDAYJEW,Uday Jewellery Industries Ltd,Active,X,10.0,INE551B01012,Gems- Jewellery And Watches,283.2
539519,Mayukh Dealtrade Limited,MAYUKH,Mayukh Dealtrade Ltd,Active,XT,5.0,INE280E01020,Distributors,20.87
539521,Navigant Corporate Advisors Limited,NAVIGANT,Navigant Corporate Advisors Ltd,Active,M,10.0,INE364T01012,Other Financial Services,9.46
539522,Grovy India Limited,GROVY,Grovy India Ltd,Active,X,10.0,INE343C01012,Investment Company,28.67
539523,Alkem Laboratories Limited,ALKEM,Alkem Laboratories Ltd,Active,A,2.0,INE540L01014,Pharmaceuticals,44511.06
539524,Dr. Lal Pathlabs Limited,LALPATHLAB,Dr. Lal PathLabs Ltd,Active,A,10.0,INE600L01024,Healthcare Service Provider,18254.6
539526,Suncare Traders Limited,SCTL,Suncare Traders Ltd,Active,T,2.0,INE452S01025,Trading & Distributors,14.64
539527,Creative Castings Limited,CREATIVE,Creative Castings Ltd,Active,X,10.0,INE146E01015,Castings & Forgings,77.04
539528,Aayush Food And Herbs Limited,AAYUSH,Aayush Food and Herbs Ltd,Active,X,10.0,INE430R01015,Packaged Foods,8.91
539533,ELITECON INTERNATIONAL LIMITED,ELITECON,Elitecon International Ltd,Active,XT,10.0,INE669R01018,Trading & Distributors,1.27
539542,LUX Industries Limited,LUXIND,Lux Industries Ltd,Active,B,2.0,INE150G01020,Garments & Apparels,4322.5
539543,Valley Magnesite Company Limited,VALLEY,Valley Magnesite Company Ltd,Active,X,10.0,INE834E01016,Investment Company,1.38
539544,Abhishek Infraventures Limited,ABHIINFRA,Abhishek Infraventures Ltd,Active,XT,10.0,INE281P01016,Residential- Commercial Projects,2.72
539545,Apoorva Leasing Finance & Investment Company Limited,APOORVA,Apoorva Leasing Finance and Investment Company Ltd,Active,XT,10.0,INE217S01014,Other Financial Services,45.32
539546,Beekay Niryat Limited,BNL,Beekay Niryat Ltd,Active,X,10.0,INE679E01015,Trading & Distributors,46.16
539551,Narayana Hrudayalaya Limited,NH,Narayana Hrudayalaya Ltd,Active,A,10.0,INE410P01011,Hospital,20969.46
539552,F MEC INTERNATIONAL FINANCIAL SERVICES LIMITED,FMEC,F Mec International Financial Services Ltd,Active,XT,10.0,INE108T01013,Non Banking Financial Company (NBFC),15.16
539559,Deep Diamond India Limited,DDIL,Deep Diamond India Ltd,Active,XT,1.0,INE005G01026,Gems- Jewellery And Watches,18.05
539560,Abhijit Trading Co. Ltd.,ABHIJIT,Abhijit Trading Company Ltd,Active,XT,10.0,INE994N01019,Other Food Products,
539561,REMEDIUM LIFECARE LIMITED,REMLIFE,Remedium Lifecare Ltd,Active,X,10.0,INE549S01010,Trading & Distributors,1616.23
539562,AARNAV FASHIONS LIMITED,AARNAV,Aarnav Fashions Ltd,Active,X,10.0,INE750R01016,Trading - Textile Products,125.49
539574,Sunshine Capital Ltd.,SCL,Sunshine Capital Ltd,Active,XT,10.0,INE974F01017,Non Banking Financial Company (NBFC),52.19
539584,SHARANAM INFRAPROJECT AND TRADING LIMITED,SIPTL,Sharanam Infraproject and Trading Ltd,Active,X,1.0,INE104S01022,Trading & Distributors,10.5
539593,Shivansh Finserv Limited,SHIVA,Shivansh Finserve Ltd,Active,XT,10.0,INE728Q01014,Other Financial Services,3.09
539594,Mishtann Foods Limited,MISHTANN,Mishtann Foods Ltd,Active,X,1.0,INE094S01041,Packaged Foods,1222.0
539596,Delta Industrial Resources Limited,DELTA,Delta Industrial Resources Ltd,Active,XT,10.0,INE681Q01015,Other Financial Services,6.91
539598,CREDENT GLOBAL FINANCE LIMITED,CGFL,Credent Global Finance Ltd,Active,XT,10.0,INE727C01016,Non Banking Financial Company (NBFC),144.25
539599,Kotia Enterprises Limited,KEL,Kotia Enterprises Ltd,Active,X,10.0,INE079C01012,Distributors,9.13
539600,CHAMAK HOLDINGS LIMITED,CHAMAK,Chamak Holdings Ltd,Active,X,10.0,INE049R01013,Trading & Distributors,4.06
539607,Blue Cloud Softech Solutions Limited,BLUECLOUDS,Blue Cloud Softech Solutions Ltd,Active,XT,2.0,INE373T01039,Software Products,451.39
539620,KANORIA ENERGY AND INFRASTRUCTURE LIMITED,KEIL,Kanoria Energy & Infrastructure Ltd,Active,X,5.0,INE534E01020,Cement & Cement Products,180.22
539621,BCL Enterprises Limited,BCLENTERPR,BCL Enterprises Ltd,Active,X,1.0,INE368E01023,Non Banking Financial Company (NBFC),12.48
539636,Precision Camshafts Limited,PRECAM,Precision Camshafts Ltd,Active,B,10.0,INE484I01029,Auto Components & Equipments,2417.39
539658,TeamLease Services Limited,TEAMLEASE,TeamLease Services Ltd,Active,A,10.0,INE985S01024,Diversified Commercial Services,3900.7
539659,Vidli Restaurants Limited,VIDLI,Vidli Restaurants Ltd,Active,T,10.0,INE564S01019,Restaurants,79.56
539660,BEST AGROLIFE LIMITED,BESTAGRO,Best Agrolife Ltd,Active,B,10.0,INE052T01013,Pesticides & Agrochemicals,2786.18
539661,ACE MEN ENGG WORKS LIMITED,ACEMEN,Ace Men Engg Works Ltd,Active,XT,10.0,INE023R01018,Distributors,16.42
539662,BFL Asset Finvest Limited,BFLAFL,BFL Asset Finvest Ltd,Active,XT,10.0,INE948Q01018,Non Banking Financial Company (NBFC),14.11
539673,Radhagobind Commercial Limited,RCL,Radhagobind Commercial Ltd,Active,Z,1.0,INE792P01020,Distributors,2.45
539678,Quick Heal Technologies Limited,QUICKHEAL,Quick Heal Technologies Ltd,Active,B,10.0,INE306L01010,Software Products,1084.46
539679,Kapil Raj Finance Ltd.,KAPILRAJ,Kapil Raj Finance Ltd,Active,X,10.0,INE332Q01015,Non Banking Financial Company (NBFC),17.54
539680,Ganga Pharmaceuticals Limited,GANGAPHARM,Ganga Pharmaceuticals Ltd,Active,M,10.0,INE615T01017,Pharmaceuticals,4.39
539681,dynamic Archistructures Limited,DAL,Dynamic Archistructures Ltd,Active,XT,10.0,INE874E01012,Non Banking Financial Company (NBFC),6.26
539682,LUCENT INDUSTRIES LIMITED,LUCENT,Lucent Industries Ltd,Active,T,10.0,INE622Q01019,Education,59.22
539683,Shivkamal Impex Limited,SHIVKAMAL,Shivkamal Impex Ltd,Active,X,10.0,INE429R01017,Non Banking Financial Company (NBFC),
539686,K.P. Energy Limited,KPEL,K.P. Energy Ltd,Active,B,5.0,INE127T01021,Power Generation,967.34
539692,INTERACTIVE FINANCIAL SERVICES LIMITED,IFINSER,Interactive Financial Services Ltd,Active,X,10.0,INE064T01018,Other Capital Market related Services,6.44
539697,HILIKS TECHNOLOGIES LIMITED,HILIKS,Hiliks Technologies Ltd,Active,XT,10.0,INE966Q01010,Investment Company,6.65
539724,HYPERSOFT TECHNOLOGIES LIMITED,HYPERSOFT,Hypersoft Technologies Ltd,Active,XT,10.0,INE039D01014,Computers - Software & Consulting,3.64
539725,Gokul Agro Resources Ltd,GOKULAGRO,Gokul Agro Resources Ltd,Active,B,2.0,INE314T01025,Edible Oil,1612.65
539730,Fredun Pharmaceuticals Limited,FREDUN,Fredun Pharmaceuticals Ltd,Active,XT,10.0,INE194R01017,Pharmaceuticals,429.94
539742,Simbhaoli Sugars Ltd,SIMBHALS,Simbhaoli Sugars Ltd,Active,B,10.0,INE748T01016,Sugar,105.76
539760,Relicab Cable Manufacturing Limited,RELICAB,Relicab Cable Manufacturing Ltd,Active,B,10.0,INE773T01014,Other Electrical Equipment,92.32
539761,Vantage Knowledge Academy Limited,VKAL,Vantage Knowledge Academy Ltd,Active,XT,10.0,INE427T01017,Education,49.05
539762,MODERN ENGINEERING AND PROJECTS LIMITED,MEAPL,Modern Engineering And Projects Ltd,Active,XT,10.0,INE250S01015,Civil Construction,8.08
539767,Mega Nirman & Industries Limited,MNIL,Mega Nirman and Industries Ltd,Active,XT,10.0,INE216Q01010,Residential- Commercial Projects,4.53
539770,Darjeeling Ropeway Company Limited,DARJEELING,Darjeeling Ropeway Company Ltd,Active,XT,10.0,INE830S01014,Other Financial Services,1.09
539773,Advik Capital Limited,ADVIKCA,Advik Capital Ltd,Active,XT,1.0,INE178T01024,Non Banking Financial Company (NBFC),46.9
539785,Pudumjee Paper Products Limited,PDMJEPAPER,Pudumjee Paper Products Ltd,Active,B,1.0,INE865T01018,Paper & Paper Products,468.29
539787,HealthCare Global Enterprises Limited,HCG,HealthCare Global Enterprises Ltd,Active,B,10.0,INE075I01017,Hospital,4757.79
539788,Khemani Distributors & Marketing Limited,KDML,Khemani Distributors & Marketing Ltd,Active,M,5.0,INE030U01025,Distributors,65.91
539798,Umiya Tubes Limited,UMIYA,Umiya Tubes Ltd,Active,B,10.0,INE173U01015,Iron & Steel Products,6.42
539799,Bharat Wire Ropes Limited,BHARATWIRE,Bharat Wire Ropes Ltd,Active,B,10.0,INE316L01019,Iron & Steel Products,1544.68
539800,CHD Chemicals Limited,CHDCHEM,CHD Chemicals Ltd,Active,B,10.0,INE043U01010,Trading - Chemicals,4.81
539807,INFIBEAM AVENUES LIMITED,INFIBEAM,Infibeam Avenues Ltd,Active,A,1.0,INE483S01020,Financial Technology (Fintech),3775.51
539814,LE LAVOIR LIMITED,LELAVOIR,LE Lavoir Ltd,Active,XT,10.0,INE204S01012,Trading & Distributors,29.22
539819,Mudra Financial Services Ltd.,MUDRA,Mudra Financial Services Ltd,Active,X,10.0,INE967S01014,Other Financial Services,2.05
539834,Balgopal Commercial limited,BALGOPAL,Balgopal Commercial Ltd,Active,X,10.0,INE119R01014,Trading & Distributors,35.07
539835,Superior Finlease Limited,SUPERIOR,Superior Finlease Ltd,Active,XT,1.0,INE574R01028,Non Banking Financial Company (NBFC),4.11
539837,RAGHAV PRODUCTIVITY ENHANCERS LIMITED,RPEL,Raghav Productivity Enhancers Ltd,Active,B,10.0,INE912T01018,Electrodes & Refractories,1167.48
539839,Franklin Leasing and Finance Limited,FRANKLIN,Franklin Leasing and Finance Ltd,Active,M,10.0,INE399S01010,Non Banking Financial Company (NBFC),14.2
539841,Lancer Container Lines Limited,LANCER,Lancer Container Lines Ltd,Active,B,5.0,INE359U01028,Logistics Solution Provider,1550.82
539843,NINtec Systems Limited,NINSYS,NINtec Systems Ltd,Active,T,10.0,INE395U01014,Computers - Software & Consulting,686.01
539854,Halder Venture Limited,HALDER,Halder Venture Ltd,Active,X,10.0,INE115S01010,Other Agricultural Products,94.35
539861,SKIL Infrastructure Limited,SKIL,SKIL Infrastructure Ltd,Active,T,10.0,INE429F01012,Civil Construction,84.68
539871,Thyrocare Technologies Limited,THYROCARE,Thyrocare Technologies Ltd,Active,A,10.0,INE594H01019,Healthcare Service Provider,2850.81
539872,Bajaj Healthcare Limited,BAJAJHCARE,Bajaj Healthcare Ltd,Active,B,5.0,INE411U01027,Pharmaceuticals,850.17
539874,Ujjivan Financial Services Limited,UJJIVAN,Ujjivan Financial Services Ltd,Active,A,10.0,INE334L01012,Non Banking Financial Company (NBFC),5918.83
539875,RSD Finance Limited,RSDFIN,RSD Finance Ltd,Active,X,5.0,INE616F01022,Non Banking Financial Company (NBFC),103.61
539876,Crompton Greaves Consumer Electricals Limited,CROMPTON,Crompton Greaves Consumer Electricals Ltd,Active,A,2.0,INE299U01018,Household Appliances,19279.93
539883,Pilani Investment And Industries Corporation Limited,PILANIINVS,Pilani Investment and Industries Corporation Ltd,Active,B,10.0,INE417C01014,Holding Company,2224.75
539884,Darshan Orna Limited,DARSHANORNA,Darshan Orna Ltd,Active,B,2.0,INE671T01028,Gems- Jewellery And Watches,14.51
539889,Parag Milk Foods Limited,PARAGMILK,Parag Milk Foods Ltd,Active,B,10.0,INE883N01014,Dairy Products,2417.94
539894,Madhav Infra Projects Limited,MADHAVIPL,Madhav Infra Projects Ltd,Active,XT,1.0,INE631R01026,Civil Construction,152.58
539895,Shalimar Agencies Limited,SAGL,Shalimar Agencies Ltd,Active,XT,10.0,INE631E01016,Other Financial Services,16.17
539910,Kome-on Communication Limited,KOCL,Kome-On Communication Ltd,Active,XT,10.0,INE833C01012,Film Production- Distribution & Exhibition,3.14
539911,Svarnim Trade Udyog Limited,SNIM,Svarnim Trade Udyog Ltd,Active,XT,10.0,INE730R01042,Trading - Textile Products,51.79
539917,NAGARJUNA FERTILIZERS AND CHEMICALS LTD.,NAGARFERT,Nagarjuna Fertilizers and Chemicals Ltd,Active,B,1.0,INE454M01024,Fertilizers,527.49
539921,Shanti Educational Initiatives Limited,SEIL,Shanti Educational Initiatives Ltd,Active,B,1.0,INE440T01028,Education,1100.92
539922,Rotographics (India) Limited,RGIL,Rotographics (India) Ltd,Active,XT,10.0,INE364S01014,Trading & Distributors,12.1
539927,LIKHAMI CONSULTING LIMITED,LIKHAMI,Likhami Consulting Ltd,Active,XT,10.0,INE920T01011,Consulting Services,130.35
539938,Medico Intercontinental Limited,MIL,Medico Intercontinental Ltd,Active,X,10.0,INE858Q01019,Trading & Distributors,76.75
539939,Yash Chemex Limited,YASHCHEM,Yash Chemex Ltd,Active,B,10.0,INE571U01010,Trading - Chemicals,70.74
539946,Bazel International Limited,BAZELINTER,Bazel International Ltd,Active,XT,10.0,INE217E01014,Non Banking Financial Company (NBFC),7.66
539947,JINDAL LEASEFIN LIMITED,JLL,Jindal Leasefin Ltd,Active,XT,10.0,INE919T01013,Investment Company,8.88
539956,TAAL Enterprises Limited,TAALENT,TAAL Enterprises Ltd,Active,X,10.0,INE524T01011,Airline,610.76
539957,Mahanagar Gas Limited,MGL,Mahanagar Gas Ltd,Active,A,10.0,INE002S01010,LPG/CNG/PNG/LNG Supplier,10033.35
539963,Zeal Aqua Limited,ZEAL,Zeal Aqua Ltd,Active,B,1.0,INE819S01025,Seafood,94.68
539978,Quess Corp Limited,QUESS,Quess Corp Ltd,Active,A,10.0,INE615P01015,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),6334.64
539979,DIGJAM LIMITED,DIGJAMLTD,Digjam Ltd,Active,T,10.0,INE731U01028,Other Textile Products,164.28
539982,Advance Syntex Limited,ASYL,Advance Syntex Ltd,Active,T,10.0,INE184U01012,Packaging,4.95
539984,HINDUSTHAN URBAN INFRASTRUCTURE LIMITED,HUIL,Hindusthan Urban Infrastructure Ltd,Active,XT,10.0,INE799B01017,Other Electrical Equipment,331.86
539985,Titaanium Ten Enterprise Limited,TITAANIUM,Titaanium Ten Enterprise Ltd,Active,M,10.0,INE120V01014,Other Textile Products,27.25
539986,Commercial Syn Bags Limited,COMSYN,Commercial Syn Bags Ltd,Active,B,10.0,INE073V01015,Packaging,220.06
539991,CONFIDENCE FUTURISTIC ENERGETECH LIMITED,CFEL,Confidence Futuristic Energetech Ltd,Active,XT,5.0,INE700F01024,Trading & Distributors,327.64
539992,LLOYDS STEELS INDUSTRIES LIMITED,LLOYDSTEEL,Lloyds Steels Industries Ltd,Active,T,1.0,INE093R01011,Industrial Products,4416.93
539997,Kwality Pharmaceuticals Limited,KPL,Kwality Pharmaceuticals Ltd,Active,B,10.0,INE552U01010,Pharmaceuticals,395.59
540005,LTIMindtree Limited,LTIM,LTIMindtree Ltd,Active,A,1.0,INE214T01019,Computers - Software & Consulting,151653.04
540006,EAST WEST HOLDINGS LIMITED,EASTWEST,East West Holdings Ltd,Active,X,2.0,INE595R01023,Logistics Solution Provider,59.28
540023,COLORCHIPS NEW MEDIA LIMITED,COLORCHIPS,Colorchips New Media Ltd,Active,XT,2.0,INE621I01034,TV Broadcasting & Software Production,47.37
540025,Advanced Enzyme Technologies Limited,ADVENZYMES,Advanced Enzyme Technologies Ltd,Active,B,2.0,INE837H01020,Biotechnology,3688.52
540026,Ladam Affortable Housing Limited,LAHL,Ladam Affordable Housing Ltd,Active,XT,5.0,INE213U01019,Residential- Commercial Projects,11.02
540027,PRABHAT TECHNOLOGIES (INDIA) LIMITED,PTIL,Prabhat Technologies (India) Ltd,Active,T,10.0,INE171P01019,Speciality Retail,271.4
540047,Dilip Buildcon Limited,DBL,Dilip Buildcon Ltd,Active,A,10.0,INE917M01012,Civil Construction,4466.14
540048,S.P. Apparels Limited,SPAL,S.P. Apparels Ltd,Active,B,10.0,INE212I01016,Garments & Apparels,1362.4
540061,Bigbloc Construction Limited,BIGBLOC,Bigbloc Construction Ltd,Active,B,2.0,INE412U01025,Cement & Cement Products,1015.1
540062,Golden Crest Education & Services Limited,GOLDENCREST,Golden Crest Education & Services Ltd,Active,XT,10.0,INE222U01010,Education,37.92
540063,ECS Biztech Limited,ECS,ECS Biztech Ltd,Active,XT,10.0,INE925Q01024,Computers - Software & Consulting,15.19
540064,Future Retail Ltd.,FRETAIL,Future Retail Ltd,Active,Z,2.0,INE752P01024,Diversified Retail,158.35
540065,RBL Bank Limited,RBLBANK,RBL Bank Ltd,Active,A,10.0,INE976G01028,Private Sector Bank,13925.38
540066,AMS POLYMERS LIMITED,AMS,AMS Polymers Ltd,Active,XT,10.0,INE345U01019,Specialty Chemicals,8.11
540072,Shiva Granito Export Limited,SHIVAEXPO,Shiva Granito Export Ltd,Active,M,10.0,INE191V01015,Other Construction Materials,10.73
540073,BLS International Services Ltd,BLS,BLS International Services Ltd,Active,A,1.0,INE153T01027,"Tour, Travel Related Services",11511.18
540078,Mitsu Chem Plast Limited,MITSU,Mitsu Chem Plast Ltd,Active,B,10.0,INE317V01016,Packaging,219.78
540079,Sprayking Agro Equipment Limited,SPRAYKING,Sprayking Agro Equipment Ltd,Active,B,10.0,INE537U01011,Other Industrial Products,206.07
540080,Dhatre Udyog Limited,DHATRE,Dhatre Udyog Ltd,Active,T,10.0,INE715T01023,Iron & Steel Products,136.52
540081,Sab Events & Governance Now Media Limited,GOVNOW,SAB Events & Governance Now Media Ltd,Active,T,10.0,INE860T01019,Electronic Media,3.81
540082,Riddhi Steel and Tube Limited,RSTL,Riddhi Steel and Tube Ltd,Active,M,10.0,INE367U01013,Iron & Steel Products,26.53
540083,TV VISION LIMITED,TVVISION,TV Vision Ltd,Active,B,10.0,INE871L01013,TV Broadcasting & Software Production,9.76
540097,Visco Trade Associates Ltd,VISCO,Visco Trade Associates Ltd,Active,X,10.0,INE890S01018,Other Financial Services,49.23
540108,TIAAN CONSUMER LIMITED,TIAANC,Tiaan Consumer Ltd,Active,X,10.0,INE864T01011,Personal Care,7.1
540115,L&T Technology Services Limited,LTTS,L&T Technology Services Ltd,Active,A,2.0,INE010V01017,IT Enabled Services,46030.36
540124,G N A Axles Limited,GNA,G N A Axles Ltd,Active,B,10.0,INE934S01014,Auto Components & Equipments,2189.58
540125,Radhika Jeweltech Limited,RADHIKAJWE,Radhika Jeweltech Ltd,Active,B,2.0,INE583V01021,Gems- Jewellery And Watches,419.49
540132,Sabrimala Industries India Limited,SIIL,Sabrimala Industries India Ltd,Active,XT,10.0,INE400R01018,Trading & Distributors,4.28
540133,ICICI Prudential Life Insurance Company Limited,ICICIPRULI,ICICI Prudential Life Insurance Company Ltd,Active,A,10.0,INE726G01019,Life Insurance,78885.5
540134,ISHAAN INFRASTRUCTURE AND SHELTERS LIMITED,IISL,Ishaan Infrastructures and Shelters Ltd,Active,XT,10.0,INE818R01011,Civil Construction,2.04
540135,ARC Finance Limited,ARCFIN,ARC Finance Ltd,Active,XT,1.0,INE202R01026,Other Financial Services,36.86
540136,HPL Electric & Power Limited,HPL,HPL Electric & Power Ltd,Active,B,10.0,INE495S01016,Consumer Electronics,1443.87
540143,Sagarsoft (India) Limited,SAGARSOFT,Sagarsoft (India) Ltd,Active,X,10.0,INE184B01012,Computers - Software & Consulting,88.85
540144,DRA CONSULTANTS LIMITED,DRA,DRA Consultants Ltd,Active,M,10.0,INE746V01016,Consulting Services,31.15
540145,Valiant Organics Limited,VALIANTORG,Valiant Organics Ltd,Active,A,10.0,INE565V01010,Specialty Chemicals,1262.29
540146,ADITYA CONSUMER MARKETING LIMITED,ACML,Aditya Consumer Marketing Ltd,Active,M,10.0,INE427V01013,Diversified Retail,90.73
540147,Shashijit Infraprojects Limited,SHASHIJIT,Shashijit Infraprojects Ltd,Active,B,10.0,INE700V01013,Civil Construction,39.41
540148,Bindal Exports Limited,BINDALEXPO,Bindal Exports Ltd,Active,M,10.0,INE564V01013,Gems- Jewellery And Watches,10.1
540151,Diksat Transworld Limited,DIKSAT,Diksat Transworld Ltd,Active,M,10.0,INE942P01013,Film Production- Distribution & Exhibition,263.14
540153,Endurance Technologies Limited,ENDURANCE,Endurance Technologies Ltd,Active,A,10.0,INE913H01037,Auto Components & Equipments,22745.89
540159,Purple Entertainment Limited,PURPLE,Purple Entertainment Ltd,Active,XT,10.0,INE905R01016,Film Production- Distribution & Exhibition,2.3
540168,Supra Pacific Financial Services Limited,SUPRAPFSL,Supra Pacific Financial Services Ltd,Active,X,10.0,INE268T01015,Non Banking Financial Company (NBFC),25.66
540173,PNB Housing Finance Limited,PNBHOUSING,PNB Housing Finance Ltd,Active,A,10.0,INE572E01012,Housing Finance Company,16912.31
540174,Southern Infosys Limited,SOUTHERNIN,Southern Infosys Ltd,Active,XT,10.0,INE298B01010,Computers - Software & Consulting,7.35
540175,REGENCY FINCORP LIMITED,REGENCY,Regency Fincorp Ltd,Active,X,10.0,INE964R01013,Other Financial Services,10.77
540180,Varun Beverages Limited,VBL,Varun Beverages Ltd,Active,A,5.0,INE200M01021,Other Beverages,113622.48
540181,Salem Erode Investments Ltd.,SALEM,Salem Erode Investments Ltd,Active,X,1.0,INE894E01028,Non Banking Financial Company (NBFC),47.03
540190,Franklin Industries Limited,FRANKLININD,Franklin Industries Ltd,Active,XT,10.0,INE789R01014,Trading & Distributors,9.94
540192,LKP Securities Limited,LKPSEC,LKP Securities Ltd,Active,X,2.0,INE341H01023,Stockbroking & Allied,95.62
540198,OSIAJEE TEXFAB LIMITED,OSIAJEE,Osiajee Texfab Ltd,Active,XT,10.0,INE186R01013,Other Textile Products,23.97
540199,Corporate Merchant Bankers Limited,CMBL,Corporate Merchant Bankers Ltd,Active,XT,10.0,INE850R01014,Other Financial Services,6.08
540203,Sheela Foam Limited,SFL,Sheela Foam Ltd,Active,A,5.0,INE916U01025,Furniture- Home Furnishing,10798.56
540204,EIKO LIFESCIENCES LIMITED,EIKO,Eiko Lifesciences Ltd,Active,X,10.0,INE666Q01016,Specialty Chemicals,79.75
540205,Aditya Vision Limited,AVL,Aditya Vision Ltd,Active,B,10.0,INE679V01019,Speciality Retail,2803.24
540210,Heads UP Ventures Limited,HEADSUP,Heads UP Ventures Ltd,Active,B,10.0,INE759V01019,Trading - Textile Products,25.79
540212,TCI Express Limited,TCIEXP,TCI Express Ltd,Active,A,2.0,INE586V01016,Logistics Solution Provider,5352.92
540222,Laurus Labs Limited,LAURUSLABS,Laurus Labs Ltd,Active,A,2.0,INE947Q01028,Pharmaceuticals,21010.08
540243,NEW LIGHT APPARELS LIMTED,NEWLIGHT,New Light Apparels Ltd,Active,X,10.0,INE835U01019,Trading & Distributors,4.3
540252,VEERAM SECURITIES LIMITED,VSL,Veeram Securities Ltd,Active,T,2.0,INE607V01028,Gems- Jewellery And Watches,63.54
540254,MARG TECHNO PROJECTS LIMITED,MTPL,Marg Techno Projects Ltd,Active,XT,10.0,INE245H01018,Non Banking Financial Company (NBFC),11.79
540259,SHANGAR DECOR LIMITED,SHANGAR,Shangar Decor Ltd,Active,X,5.0,INE118R01024,Diversified Commercial Services,4.72
540266,Globe Commercials Limited,GLCL,Globe Commercials Ltd,Active,Z,10.0,INE804Q01013,Trading & Distributors,17.89
540267,Flora Corporation Limited,FLORACORP,Flora Corporation Ltd,Active,XT,10.0,INE318U01016,Trading & Distributors,9.76
540268,TruCap Finance Limited,TRU,TruCap Finance Ltd,Active,B,2.0,INE615R01029,Non Banking Financial Company (NBFC),699.08
540269,SUPER FINE KNITTERS LIMITED,SKL,Super Fine Knitters Ltd,Active,M,10.0,INE459U01018,Gems- Jewellery And Watches,10.91
540270,Raideep Industries Limited,RAIDEEPIND,Raideep Industries Ltd,Active,XT,10.0,INE923R01019,Trading & Distributors,
540293,Pricol Limited,PRICOLLTD,Pricol Ltd,Active,A,1.0,INE726V01018,Auto Components & Equipments,4020.26
540310,Classic Filaments Limited,CFL,Classic Filaments Ltd,Active,XT,10.0,INE181U01018,Other Textile Products,25.03
540311,JITF INFRALOGISTICS LIMITED,JITFINFRA,JITF Infralogistics Ltd,Active,T,2.0,INE863T01013,Water Supply & Management,1225.17
540318,Sueryaa Knitwear Limited,SUERYAAKNI,Sueryaa Knitwear Ltd,Active,XT,10.0,INE249U01013,Other Textile Products,
540332,Tanvi Foods (India) Limited,TANVI,Tanvi Foods (India) Ltd,Active,M,10.0,INE978V01015,Packaged Foods,109.59
540358,RMC SWITCHGEARS LIMITED,RMC,RMC Switchgears Ltd,Active,M,10.0,INE655V01019,Other Electrical Equipment,465.83
540359,Parmax Pharma Limited,PARMAX,Parmax Pharma Ltd,Active,X,10.0,INE240T01014,Pharmaceuticals,10.85
540360,LEADING LEASING FINANCE AND INVESTMENT CO. LIMITED,LLFICL,Leading Leasing Finance And Investment Company Ltd,Active,XT,1.0,INE715Q01029,Non Banking Financial Company (NBFC),27.85
540361,DANUBE INDUSTRIES LIMITED,DANUBE,Danube Industries Ltd,Active,XT,2.0,INE575D01041,Trading & Distributors,55.74
540366,Music Broadcast Limited,RADIOCITY,Music Broadcast Ltd,Active,T,2.0,INE919I01024,Media & Entertainment,449.39
540376,Avenue Supermarts Limited,DMART,Avenue Supermarts Ltd,Active,A,10.0,INE192R01011,Diversified Retail,233642.45
540377,IFL ENTERPRISES LIMITED,IFL,IFL Enterprises Ltd,Active,B,1.0,INE714U01024,Trading & Distributors,323.6
540385,KD LEISURES LIMITED,KDLL,KD Leisures Ltd,Active,Z,10.0,INE081R01016,Other Financial Services,2.91
540386,Ontic Finserve Limited,ONTIC,Ontic Finserve Ltd,Active,XT,1.0,INE989S01042,Other Financial Services,5.22
540393,Sarthak Metals Limited,SMLT,Sarthak Metals Ltd,Active,T,10.0,INE017W01010,Iron & Steel Products,357.3
540395,Chemcrux Enterprises Limited,CHEMCRUX,Chemcrux Enterprises Ltd,Active,B,10.0,INE298W01016,Specialty Chemicals,460.7
540396,Manomay Tex India Limited,MANOMAY,Manomay Tex India Ltd,Active,B,10.0,INE784W01015,Other Textile Products,234.9
