Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
22-March-2023,47.00,47.75,46.67,47.58,47.095563011474228688,743928,2372,35035708.00,187665,25.23,1.08,0.58
21-March-2023,45.51,47.74,45.51,46.81,47.034570313631369701,1035802,3070,48718502.00,112902,10.90,2.23,1.30
20-March-2023,46.49,46.69,44.51,45.17,45.532556500873201576,1088523,4058,49563235.00,203874,18.73,2.18,-1.32
17-March-2023,44.45,47.00,44.45,46.65,45.808687638924754049,789996,3367,36188680.00,296155,37.49,2.55,2.20
16-March-2023,45.23,45.29,43.75,44.40,44.416231560868353256,799997,3036,35532852.00,331507,41.44,1.54,-0.83
15-March-2023,45.94,46.20,45.10,45.23,45.699978614030779954,378753,1946,17309004.00,145094,38.31,1.10,-0.71
14-March-2023,46.50,46.50,45.14,45.36,45.699905525107446592,1075418,4874,49146501.00,298725,27.78,1.36,-1.14
13-March-2023,47.24,47.77,46.30,46.53,47.126844996685802878,445055,2374,20974038.00,191496,43.03,1.47,-0.71
10-March-2023,48.10,48.18,47.45,47.67,47.824733064022042899,610446,4385,29194417.00,247458,40.54,0.73,-0.43
9-March-2023,48.91,49.36,48.28,48.45,48.907802121964042529,705667,4937,34512622.00,254156,36.02,1.08,-0.46
8-March-2023,49.00,49.30,48.67,48.91,48.914281825642525737,492276,2225,24079327.00,212035,43.07,0.63,-0.09
6-March-2023,49.60,50.47,49.05,49.24,49.732457847302551684,1110012,7098,55203625.00,291828,26.29,1.42,-0.36
3-March-2023,48.66,50.55,48.66,49.60,49.794672911762384093,494041,2465,24600610.00,125415,25.39,1.89,0.94
2-March-2023,48.95,49.54,48.60,48.74,49.061245343506735949,712446,4975,34953488.00,184223,25.86,0.94,-0.21
1-March-2023,48.16,49.37,48.16,49.08,49.045379084713134279,822824,7500,40355715.00,205081,24.92,1.21,0.92
28-February-2023,48.05,48.70,47.90,48.30,48.302588415717518562,534690,2639,25826911.00,102136,19.10,0.80,0.25
27-February-2023,48.30,48.75,47.60,48.15,48.079647088262734966,603437,2947,29013038.00,168768,27.97,1.15,-0.15
24-February-2023,49.20,49.65,48.60,48.75,49.035343509962721575,359189,2879,17612956.00,89556,24.93,1.05,-0.45
23-February-2023,48.25,49.25,47.30,49.10,48.316184667189858506,648583,4304,31337056.00,122630,18.91,1.95,0.85
22-February-2023,49.65,49.95,47.90,48.25,48.924412866295097589,617023,3912,30187488.00,199592,32.35,2.05,-1.40
21-February-2023,49.95,50.90,49.30,50.25,50.238655780806062556,801774,2835,40280048.00,146720,18.30,1.60,0.30
20-February-2023,48.75,50.15,48.75,49.85,49.661361172963607290,1137563,4940,56492927.00,348914,30.67,1.40,1.10
17-February-2023,48.50,48.85,48.25,48.50,48.537738154461114165,229158,2111,11122811.00,57818,25.23,0.60,0.00
16-February-2023,49.00,49.40,48.60,48.90,48.965765341133576859,288538,1810,14128484.00,63027,21.84,0.80,-0.10
15-February-2023,48.05,48.90,48.05,48.75,48.580390388969282460,401497,2588,19504881.00,101874,25.37,0.85,0.70
14-February-2023,48.85,49.00,48.20,48.30,48.414795182766516834,471640,2815,22834354.00,177626,37.66,0.80,-0.55
13-February-2023,49.55,49.80,48.35,48.90,48.938423898735402967,660922,3207,32344481.00,148217,22.43,1.45,-0.65
10-February-2023,49.85,50.80,49.30,49.50,50.051683550211387470,874224,3417,43756383.00,218337,24.97,1.50,-0.35
9-February-2023,50.35,50.50,49.70,50.00,50.026194129584715141,505075,3222,25266980.00,129054,25.55,0.80,-0.35
8-February-2023,50.50,51.00,50.40,50.60,50.678017087056940476,569788,3337,28875726.00,191605,33.63,0.60,0.10
7-February-2023,50.95,51.20,50.35,50.75,50.683128419468342587,393336,2314,19935499.00,91297,23.21,0.85,-0.20
6-February-2023,49.80,51.25,49.80,50.90,50.639266056135952496,673294,4048,34095114.00,164341,24.41,1.45,1.10
3-February-2023,50.40,50.85,48.50,49.90,49.419754508325604965,998486,5057,49344933.00,227171,22.75,2.35,-0.50
2-February-2023,49.45,51.50,49.45,50.25,50.595538211188358090,537094,2954,27174560.00,150389,28.00,2.05,0.80
1-February-2023,53.40,53.70,48.70,50.50,51.913437580548157058,2164854,8794,112385013.00,388867,17.96,5.00,-2.90
31-January-2023,50.55,52.50,49.85,52.20,51.228941291197162345,933165,5236,47805055.00,153973,16.50,2.65,1.65
30-January-2023,50.30,52.30,49.80,50.45,50.857534398785162688,1025981,5780,52178864.00,117844,11.49,2.50,0.15
27-January-2023,52.65,52.85,49.55,50.90,50.873506878104026786,1418923,7221,72185589.00,373080,26.29,3.30,-1.75
25-January-2023,53.70,53.70,52.20,52.70,52.795845234567278489,475791,2350,25119788.00,121723,25.58,1.50,-1.00
24-January-2023,55.05,55.50,53.00,53.50,54.121877642180331841,1349501,5472,73037528.00,393695,29.17,2.50,-1.55
23-January-2023,54.75,55.65,54.65,54.95,54.970718280577435507,546416,2460,30036880.00,121321,22.20,1.00,0.20
20-January-2023,54.65,55.15,54.45,54.60,54.805128865702723301,465795,2747,25527955.00,113492,24.37,0.70,-0.05
19-January-2023,54.65,54.95,54.30,54.60,54.543907781776704356,462902,2587,25248484.00,135952,29.37,0.65,-0.05
18-January-2023,55.00,55.45,54.70,54.90,55.055849285512411335,580276,2908,31947588.00,151476,26.10,0.75,-0.10
17-January-2023,55.70,55.75,54.25,54.90,54.996138178243603002,840277,3690,46211990.00,286732,34.12,1.50,-0.80
16-January-2023,54.65,56.10,54.65,55.50,55.609535107919014614,1588089,6035,88312891.00,351424,22.13,1.45,0.85
13-January-2023,54.65,55.20,54.05,54.50,54.577605274696721178,923655,3942,50410878.00,201793,21.85,1.15,-0.15
12-January-2023,55.25,55.35,53.85,54.30,54.512954544225997740,1294951,5204,70591605.00,408862,31.57,1.50,-0.95
11-January-2023,55.80,56.10,54.60,55.50,55.360542960037035032,1995948,6503,110496765.00,490644,24.58,1.50,-0.30
10-January-2023,58.40,58.40,55.65,55.95,56.424291012580464045,3026041,9123,170742218.00,864568,28.57,2.75,-2.45
9-January-2023,61.55,62.00,58.20,58.80,59.962015430140854646,5529956,16565,331587307.00,1342677,24.28,3.80,-2.75
6-January-2023,56.90,59.75,56.10,59.05,58.244093508774878223,9044456,24039,526786141.00,1937808,21.43,3.65,2.15
5-January-2023,54.90,55.35,53.65,54.75,54.603347329716970426,1101475,4718,60144222.00,277310,25.18,1.70,-0.15
4-January-2023,56.05,56.85,54.30,54.65,55.417421285713011199,1457137,5797,80750775.00,424418,29.13,2.55,-1.40
3-January-2023,55.40,56.65,55.25,55.90,55.956231160760288381,817111,2959,45722452.00,180109,22.04,1.40,0.50
2-January-2023,54.70,55.60,54.40,55.10,55.109346586546969105,1452327,4675,80036792.00,372513,25.65,1.20,0.40
30-December-2022,54.35,55.35,53.90,54.35,54.519969331777349907,1329063,6687,72460474.00,336173,25.29,1.45,0.00
29-December-2022,53.00,54.00,52.30,53.85,53.081545591366916570,855129,2933,45391569.00,139334,16.29,1.70,0.85
28-December-2022,52.90,54.05,52.35,53.05,53.271253802813625163,1203714,5307,64123354.00,261278,21.71,1.70,0.15
27-December-2022,52.90,53.45,51.85,52.90,52.711632285774779952,1322440,4576,69707971.00,296356,22.41,1.60,0.00
26-December-2022,48.40,52.70,47.90,51.90,50.906273219556902189,2075298,7121,105645687.00,523583,25.23,4.80,3.50
23-December-2022,51.05,51.35,48.15,48.80,49.666797921089840787,2501503,8909,124241644.00,876136,35.02,3.20,-2.25
22-December-2022,54.25,54.70,51.40,51.80,52.451297986471673771,2557153,8660,134125994.00,817976,31.99,3.30,-2.45
21-December-2022,56.45,57.80,53.25,53.80,55.860936821859124673,2562152,8093,143124211.00,677833,26.46,4.55,-2.65
20-December-2022,57.35,57.40,55.60,55.90,56.231937256629920940,1379843,4659,77591245.00,427781,31.00,1.80,-1.45
19-December-2022,57.50,57.95,56.30,57.20,57.022989088661558332,1261990,4527,71962442.00,320588,25.40,1.65,-0.30
16-December-2022,58.85,59.50,56.80,57.20,57.948991681337794065,1504088,4903,87160383.00,245341,16.31,2.70,-1.65
15-December-2022,56.90,61.05,56.90,58.70,59.650728455666082699,5565953,15048,332013151.00,1856058,33.35,4.15,1.80
14-December-2022,58.65,58.85,56.60,57.25,57.576284759413244273,2578654,8602,148469317.00,872333,33.83,2.25,-1.40
13-December-2022,55.70,58.75,55.35,58.10,57.372876346865817642,3471671,9829,199179751.00,1009602,29.08,3.40,2.40
12-December-2022,54.75,55.65,53.65,55.30,54.735343972532749395,2033549,7236,111307004.00,648741,31.90,2.00,0.55
9-December-2022,58.40,59.65,53.80,54.75,56.374502018871778823,4601580,14748,259411781.00,1355392,29.45,5.85,-3.65
8-December-2022,59.10,60.40,57.55,58.05,59.225193058061396488,3962409,9092,234674438.00,2188786,55.24,2.85,-1.05
7-December-2022,58.85,60.50,58.50,58.85,59.510440247862860271,3594407,9203,213904743.00,651855,18.14,2.00,0.00
6-December-2022,54.30,59.90,54.30,58.60,57.386879822945300221,5946185,17443,341233004.00,2355640,39.62,5.60,4.30
5-December-2022,54.00,55.25,53.65,54.25,54.370712313120249895,1320234,4870,71782063.00,438341,33.20,1.60,0.25
2-December-2022,53.00,54.90,52.90,53.90,53.936810993206501422,1003165,3163,54107521.00,310107,30.91,2.00,0.90
1-December-2022,53.40,53.75,52.50,53.15,53.044482769952147254,882499,2193,46811703.00,253099,28.68,1.25,-0.25
30-November-2022,54.30,54.85,52.75,53.40,53.638520598506823489,1358982,3908,72893784.00,407599,29.99,2.10,-0.90
29-November-2022,53.75,55.60,53.10,54.25,54.540021156205096244,4489463,12686,244855407.00,1579068,35.17,2.50,0.50
28-November-2022,51.40,53.80,51.05,53.15,52.443649203770700797,2534383,6186,132912293.00,1122492,44.29,2.75,1.75
25-November-2022,49.00,52.95,49.00,50.95,51.586982984663279671,5039865,12087,259991430.00,1975986,39.21,3.95,1.95
24-November-2022,48.55,49.55,48.55,48.95,49.085709189767647996,555063,1847,27245661.00,161890,29.17,1.00,0.40
23-November-2022,49.15,50.15,48.00,48.40,49.387810629664129166,1494384,4033,73804354.00,587933,39.34,2.15,-0.75
22-November-2022,50.00,51.00,48.70,49.10,49.756161590364436293,1949943,4911,97021679.00,729138,37.39,2.30,-0.90
21-November-2022,48.35,50.85,48.10,49.90,49.664291529408897494,3446678,8425,171176821.00,1230060,35.69,2.75,1.55
18-November-2022,46.65,48.70,46.65,48.35,47.985362031361346508,1296628,3526,62219164.00,,,2.05,1.70
17-November-2022,46.60,47.10,46.35,46.65,46.657292558127778199,553866,2116,25841888.00,142076,25.65,0.75,0.05
16-November-2022,47.35,48.00,46.55,46.80,47.280944382354158633,459009,1387,21702379.00,161066,35.09,1.45,-0.55
15-November-2022,47.05,48.35,47.00,47.35,47.428397725148145152,754159,2482,35768553.00,216456,28.70,1.35,0.30
14-November-2022,47.85,48.00,46.80,47.05,47.323370947149802091,562382,2636,26613812.00,239483,42.58,1.20,-0.80
11-November-2022,50.10,50.35,47.60,47.85,48.608910634955351578,1700844,5213,82676174.00,546289,32.12,2.75,-2.25
10-November-2022,49.20,50.90,49.20,49.45,50.072003469598990201,2367997,6459,118570354.00,798044,33.70,1.70,0.25
9-November-2022,47.20,51.20,46.60,49.55,49.473513691152972995,5294660,13706,261945434.00,2360375,44.58,4.60,2.35
7-November-2022,45.45,48.00,45.45,46.65,47.113999778170088084,1298292,3310,61167729.00,348438,26.84,2.55,1.20
4-November-2022,44.60,46.00,44.50,45.25,45.352769327750973427,1310318,3493,59426550.00,533871,40.74,1.50,0.65
3-November-2022,43.05,44.65,43.05,44.50,44.045533646157781129,836678,2493,36851929.00,272478,32.57,1.60,1.45
2-November-2022,43.55,44.10,43.35,43.45,43.671324976263536664,363365,1223,15868631.00,99651,27.42,0.75,-0.10
1-November-2022,44.05,44.30,43.50,43.70,43.898836066950802189,547626,2299,24040144.00,181691,33.18,0.80,-0.35
31-October-2022,44.65,44.80,43.80,43.90,44.112541036118423018,602518,2715,26578600.00,269552,44.74,1.00,-0.75
28-October-2022,45.25,45.55,44.30,44.45,44.822755378227387305,720823,4161,32309273.00,253298,35.14,1.25,-0.80
27-October-2022,45.70,45.75,44.85,45.20,45.357955369137246184,724297,2662,32852631.00,307340,42.43,0.90,-0.50
25-October-2022,45.00,45.65,44.80,45.05,45.176134237698327402,502452,1530,22698839.00,123320,24.54,0.85,0.05
24-October-2022,45.70,46.30,36.60,44.50,45.127821857085422230,778521,2274,35132957.00,,,9.70,-1.20
21-October-2022,45.05,46.35,44.00,44.30,45.381563572613524989,2463026,6109,111775971.00,642661,26.09,2.35,-0.75
20-October-2022,43.85,45.80,43.55,44.95,45.027354239983515335,2096494,5497,94399578.00,473317,22.58,2.25,1.10
19-October-2022,43.40,44.35,43.30,44.00,43.845667513596183558,893817,2681,39190003.00,211781,23.69,1.05,0.60
18-October-2022,43.10,43.90,42.95,43.40,43.347126292744414385,542644,2094,23522058.00,208740,38.47,0.95,0.30
17-October-2022,42.40,43.30,41.75,42.85,42.420623159865073020,410296,2076,17405012.00,106301,25.91,1.55,0.45
14-October-2022,43.05,43.70,42.25,42.45,42.849853559316115458,687309,2437,29451090.00,250803,36.49,1.45,-0.60
13-October-2022,44.00,44.30,42.30,42.65,43.274227369352558121,831704,3104,35991348.00,207835,24.99,2.00,-1.35
12-October-2022,44.75,44.90,43.50,44.05,44.161253060078549354,965253,4416,42626782.00,281001,29.11,1.40,-0.70
11-October-2022,46.20,46.20,44.30,44.60,45.252457100850718783,1610638,4278,72885327.00,559294,34.72,1.90,-1.60
10-October-2022,45.70,47.40,45.30,46.55,46.608764738314652530,4380165,10538,204154080.00,1671520,38.16,2.10,0.85
7-October-2022,42.30,42.80,42.05,42.70,42.396756864525990496,451415,2051,19138532.00,179280,39.72,0.75,0.40
6-October-2022,43.25,43.60,41.90,42.40,42.794277725455983155,648763,2377,27763344.00,183093,28.22,1.70,-0.85
4-October-2022,41.65,42.95,41.65,42.70,42.461699913892078071,390208,1469,16568895.00,140186,35.93,1.30,1.05
3-October-2022,41.30,42.50,40.90,41.20,41.620466803574652464,708992,2758,29508578.00,224578,31.68,1.60,-0.10
30-September-2022,40.15,41.65,40.15,41.25,40.918772912107258003,869082,4728,35561769.00,242099,27.86,1.50,1.10
29-September-2022,40.40,40.75,39.90,40.15,40.263388866627623832,259544,1162,10450121.00,63766,24.57,0.85,-0.25
28-September-2022,39.80,40.50,39.80,40.05,40.145479567895605169,603095,2700,24211538.00,90834,15.06,0.70,0.25
27-September-2022,40.50,41.10,40.20,40.45,40.672418552655594086,876640,6460,35655069.00,246508,28.12,0.90,-0.05
26-September-2022,42.20,42.25,40.05,40.30,40.702311273743741559,1356568,5028,55215453.00,,,2.20,-1.90
23-September-2022,44.25,44.25,42.50,42.60,43.137861301111758403,1227335,8997,52944607.00,366751,29.88,1.75,-1.65
22-September-2022,43.85,44.90,43.35,44.10,44.174350393944207645,1051291,6515,46440097.00,191362,18.20,1.55,0.25
