Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
18-February-2021,12.50,12.56,12.00,12.29,12.345690168161682057,226865,673,2800805.00,117146,51.64,0.56,-0.21
17-February-2021,12.15,12.80,11.95,12.36,12.346620618501771611,412901,1106,5097932.00,157134,38.06,0.85,0.21
16-February-2021,12.50,12.55,11.84,12.04,12.104847292138247913,236792,3597,2866331.00,135501,57.22,0.71,-0.46
15-February-2021,12.70,13.00,12.50,12.55,12.637719999755810191,163807,1934,2070147.00,108681,66.35,0.50,-0.15
12-February-2021,13.00,13.13,12.83,12.86,12.945653185045840267,193498,4655,2504958.00,122980,63.56,0.30,-0.14
11-February-2021,12.90,13.25,12.85,12.97,13.015582034830430797,104736,5024,1363200.00,41155,39.29,0.40,0.07
10-February-2021,13.07,13.26,12.86,12.90,13.045884334922697235,160861,3062,2098574.00,83419,51.86,0.40,-0.17
9-February-2021,13.20,13.26,12.93,12.96,13.074215987553521144,77773,247,1016821.00,43010,55.30,0.33,-0.24
8-February-2021,12.99,13.99,12.89,13.30,13.458021327157351207,579449,1702,7798237.00,289865,50.02,1.10,0.31
5-February-2021,13.25,13.25,12.84,12.88,12.953008893397183364,127173,335,1647273.00,71633,56.33,0.41,-0.37
4-February-2021,12.90,13.42,12.79,13.09,13.171088669761194343,285881,564,3765364.00,119220,41.70,0.63,0.19
3-February-2021,13.20,13.20,12.70,12.74,12.849028727478318381,187486,402,2409013.00,107603,57.39,0.50,-0.46
2-February-2021,13.33,13.37,12.78,12.88,12.969152812349975163,360357,1197,4673525.00,165942,46.05,0.59,-0.45
1-February-2021,12.98,13.90,12.75,13.27,13.266689297051322042,544990,1514,7230213.00,173645,31.86,1.15,0.29
29-January-2021,13.37,13.55,12.78,12.95,13.137318884484221095,462136,1107,6071228.00,178440,38.61,0.77,-0.42
28-January-2021,11.85,14.09,11.73,13.51,13.071944162989139081,955352,1933,12488308.00,338446,35.43,2.36,1.66
27-January-2021,12.10,12.45,11.65,12.10,12.030668198522986001,429109,819,5162468.00,135477,31.57,0.80,0.00
25-January-2021,13.50,13.52,12.62,12.75,12.861393968173861556,503297,1032,6473101.00,242996,48.28,0.90,-0.75
22-January-2021,13.80,13.80,13.10,13.29,13.348041014570966001,277950,539,3710088.00,158650,57.08,0.70,-0.51
21-January-2021,14.02,14.10,13.63,13.70,13.806595380130666305,302909,823,4182142.00,162476,53.64,0.47,-0.32
20-January-2021,14.00,14.30,13.65,13.97,14.087500525570769856,285404,958,4020629.00,118027,41.35,0.65,-0.03
19-January-2021,14.10,14.26,13.83,13.98,14.003415049597541832,239528,709,3354210.00,131653,54.96,0.43,-0.12
18-January-2021,14.10,14.26,13.65,13.82,13.910090868191283873,371197,945,5163384.00,223513,60.21,0.61,-0.28
15-January-2021,14.43,14.60,14.16,14.24,14.358048947266123536,427031,999,6131332.00,174982,40.98,0.44,-0.19
14-January-2021,15.15,15.15,14.41,14.46,14.649884222085593067,653838,1797,9578651.00,291625,44.60,0.74,-0.69
13-January-2021,14.60,15.20,14.08,14.80,14.558541724366412963,855723,1956,12458079.00,440021,51.42,1.12,0.20
12-January-2021,14.60,15.38,14.60,14.73,15.004225020243125798,1536324,2959,23051351.00,925279,60.23,0.78,0.13
11-January-2021,15.00,15.00,13.54,13.71,13.817724190746586472,321222,741,4438557.00,188233,58.60,1.46,-1.29
8-January-2021,14.45,14.45,14.08,14.14,14.238756335890277288,590288,1415,8404967.00,281887,47.75,0.37,-0.31
7-January-2021,14.95,14.95,14.33,14.40,14.539075815238676602,740458,2326,10765575.00,303442,40.98,0.62,-0.55
6-January-2021,13.51,15.20,13.51,14.73,14.603674765515010365,2976843,5037,43472847.00,1374060,46.16,1.69,1.22
5-January-2021,13.61,13.69,13.42,13.57,13.511977533731514079,171279,443,2314318.00,108988,63.63,0.27,-0.04
4-January-2021,14.20,14.20,13.62,13.67,13.770796504188914860,221179,510,3045811.00,108891,49.23,0.58,-0.53
1-January-2021,14.00,14.00,13.65,13.73,13.729422847543350013,279181,973,3832994.00,172501,61.79,0.35,-0.27
31-December-2020,13.85,14.20,13.74,13.83,13.975726122158083355,592118,1118,8275279.00,327285,55.27,0.46,-0.02
30-December-2020,13.60,13.65,13.28,13.48,13.440156852942554953,192027,393,2580873.00,108041,56.26,0.37,-0.12
29-December-2020,13.70,14.10,13.33,13.54,13.667596669078443256,374551,1155,5119212.00,156628,41.82,0.77,-0.16
28-December-2020,14.30,14.35,13.68,13.79,13.971412599182495792,831800,1748,11621421.00,353178,42.46,0.67,-0.51
24-December-2020,14.70,14.80,13.35,13.90,14.141959702436279900,975791,4101,13799597.00,432608,44.33,1.45,-0.80
23-December-2020,13.15,15.05,13.11,14.56,14.517519312208720818,1879640,6703,27287710.00,881094,46.88,1.94,1.41
22-December-2020,14.48,14.66,12.31,13.16,13.201773154282598427,1782586,7373,23533296.00,771092,43.26,2.35,-1.32
21-December-2020,14.40,15.58,13.50,14.48,14.790082430464948337,5410257,10322,80018147.00,2060103,38.08,2.08,0.08
18-December-2020,11.15,13.23,10.70,12.99,12.245377041512911956,2616993,14098,32046066.00,1233136,47.12,2.53,1.84
17-December-2020,10.90,11.70,10.85,11.03,11.336250161514275811,975146,11455,11054499.00,412491,42.30,0.85,0.13
16-December-2020,10.97,11.25,10.92,10.97,11.082640582364086339,330927,7698,3667545.00,192008,58.02,0.33,0.00
15-December-2020,11.15,11.23,10.83,10.97,10.985293114746321054,337257,10641,3704867.00,190529,56.49,0.40,-0.18
14-December-2020,11.15,11.51,10.75,11.22,11.163863124747267302,628134,5135,7012402.00,314477,50.07,0.76,0.07
11-December-2020,10.99,11.50,10.69,10.91,11.143803877053731269,931171,11442,10376787.00,400636,43.02,0.81,-0.08
10-December-2020,10.95,11.20,10.49,10.88,10.813206711607538257,508075,10873,5493920.00,244054,48.04,0.71,-0.07
9-December-2020,10.50,11.17,10.25,10.78,10.755090466785730276,804052,11827,8647652.00,402439,50.05,0.92,0.28
8-December-2020,10.30,10.39,10.10,10.15,10.239384508149553010,246762,10846,2526691.00,122841,49.78,0.29,-0.15
7-December-2020,10.20,10.39,10.01,10.27,10.181734253785843219,217719,8155,2216757.00,123751,56.84,0.38,0.07
4-December-2020,10.49,10.70,10.00,10.16,10.380445159756387512,273385,10913,2837858.00,155388,56.84,0.70,-0.33
3-December-2020,9.76,10.80,9.75,10.34,10.296347647563608156,861171,11737,8866916.00,480318,55.77,1.05,0.58
2-December-2020,9.80,9.85,9.65,9.73,9.759205788100036340,151345,4641,1477007.00,87338,57.71,0.20,-0.07
1-December-2020,9.52,9.90,9.52,9.73,9.694699880909994966,81451,612,789643.00,39191,48.12,0.38,0.21
27-November-2020,9.55,9.61,9.41,9.52,9.523842444131635279,120059,587,1143423.00,76220,63.49,0.20,-0.03
26-November-2020,9.55,9.65,9.40,9.58,9.548625265171997837,96164,5675,918234.00,69917,72.71,0.25,0.03
25-November-2020,9.80,9.84,9.40,9.55,9.628603608643439474,134067,625,1290878.00,76167,56.81,0.44,-0.25
24-November-2020,9.82,10.11,9.63,9.69,9.870254782450197166,449874,850,4440371.00,316570,70.37,0.48,-0.13
23-November-2020,9.42,9.76,9.36,9.62,9.544636564103620963,242615,870,2315672.00,130783,53.91,0.40,0.20
20-November-2020,9.50,9.59,9.34,9.41,9.461465916611515552,120880,690,1143702.00,62102,51.37,0.25,-0.09
19-November-2020,9.50,9.64,9.45,9.51,9.554553588246374081,84944,3947,811602.00,60441,71.15,0.19,0.01
18-November-2020,9.65,9.65,9.48,9.53,9.533704592186429061,58360,501,556387.00,37865,64.88,0.17,-0.12
17-November-2020,9.60,9.77,9.60,9.64,9.672692604998711672,97025,616,938493.00,71292,73.48,0.17,0.04
14-November-2020,9.60,9.84,9.60,9.68,9.707413499552708279,69306,219,672782.00,46951,67.74,0.24,0.08
13-November-2020,9.51,9.57,9.30,9.51,9.482452484489144366,127169,725,1205874.00,84499,66.45,0.27,0.00
12-November-2020,9.41,9.60,9.38,9.51,9.481969522743988977,96531,631,915304.00,56687,58.72,0.22,0.10
11-November-2020,9.45,9.77,9.30,9.50,9.563977404052077356,123739,2684,1183437.00,41133,33.24,0.47,0.05
10-November-2020,9.60,9.60,9.37,9.42,9.480147850091236606,106865,10002,1013096.00,55524,51.96,0.23,-0.18
9-November-2020,9.80,9.99,9.40,9.60,9.663925747892145876,129397,6698,1250483.00,64734,50.03,0.59,-0.20
6-November-2020,9.40,10.27,9.33,9.74,9.859814347174287909,399563,6900,3939617.00,160804,40.24,0.94,0.34
5-November-2020,9.25,9.55,9.13,9.43,9.371747541274107327,237013,10479,2221226.00,114290,48.22,0.42,0.18
4-November-2020,9.35,9.35,9.05,9.10,9.146255341034973888,101104,6292,924723.00,52019,51.45,0.30,-0.25
3-November-2020,9.25,9.40,9.14,9.21,9.250620121106004231,54828,7862,507193.00,31681,57.78,0.26,-0.04
2-November-2020,9.50,9.51,9.18,9.23,9.330391102338630088,90181,7745,841424.00,24291,26.94,0.33,-0.27
30-October-2020,9.70,9.90,9.40,9.46,9.568159366601292946,275340,9688,2634497.00,123006,44.67,0.50,-0.24
29-October-2020,9.90,9.96,9.35,9.55,9.611170051126761314,187573,1554,1802796.00,74873,39.92,0.61,-0.35
28-October-2020,10.15,10.35,9.80,9.93,10.066775103185355556,253912,6213,2556075.00,130105,51.24,0.55,-0.22
27-October-2020,9.72,10.30,9.72,10.15,10.069062416967988632,346252,10676,3486433.00,172257,49.75,0.58,0.43
26-October-2020,11.60,11.61,9.79,10.06,10.440775396453498409,1013675,9239,10583553.00,513781,50.68,1.82,-1.54
23-October-2020,9.34,10.72,9.34,10.72,10.415537297221540941,1141640,7571,11890794.00,656342,57.49,1.38,1.38
22-October-2020,8.55,9.19,8.37,8.94,8.766508617811154889,164717,6281,1443993.00,56491,34.30,0.82,0.39
21-October-2020,8.65,8.65,8.25,8.37,8.427759705425425081,116507,10221,981893.00,44011,37.78,0.40,-0.28
20-October-2020,8.58,8.61,8.24,8.48,8.460582633053221288,89250,12254,755107.00,34931,39.14,0.37,-0.10
19-October-2020,8.87,9.04,8.50,8.59,8.667707435921355158,182237,5908,1579577.00,102263,56.12,0.54,-0.28
16-October-2020,9.19,9.24,8.80,8.83,8.947498706033260571,133311,7967,1192800.00,66793,50.10,0.44,-0.36
15-October-2020,8.97,9.60,8.79,9.04,9.215935979796726141,741266,16268,6831460.00,390244,52.65,0.81,0.07
14-October-2020,8.30,8.76,7.98,8.65,8.265476883419258273,192416,8131,1590410.00,76000,39.50,0.78,0.35
13-October-2020,8.01,8.05,7.79,7.94,7.927116558826209787,87784,2231,695874.00,56097,63.90,0.26,-0.07
12-October-2020,8.17,8.33,7.89,8.00,8.158357347607570008,131519,7016,1072979.00,67378,51.23,0.44,-0.17
9-October-2020,8.30,8.36,8.10,8.17,8.232229849424269264,54192,7416,446121.00,30507,56.29,0.26,-0.13
8-October-2020,8.40,8.50,8.21,8.24,8.296542928106330133,74485,5799,617968.00,41904,56.26,0.29,-0.16
7-October-2020,8.40,8.40,8.22,8.30,8.277435593722238673,67540,5221,559058.00,51349,76.03,0.18,-0.10
6-October-2020,8.35,8.44,8.20,8.37,8.364769102845725206,80577,1987,674008.00,48086,59.68,0.24,0.02
5-October-2020,8.31,8.50,8.29,8.32,8.350892098555649957,45903,180,383331.00,33458,72.89,0.21,0.01
1-October-2020,8.40,8.49,8.15,8.28,8.296738294179742713,55891,3002,463713.00,32067,57.37,0.34,-0.12
30-September-2020,8.50,8.51,8.21,8.34,8.342317776612480335,38140,308,318176.00,19921,52.23,0.30,-0.16
29-September-2020,8.80,8.80,8.43,8.46,8.532093789277510510,46146,5515,393722.00,30571,66.25,0.37,-0.34
28-September-2020,8.45,8.81,8.45,8.67,8.669507408621399695,118983,10249,1031524.00,65962,55.44,0.36,0.22
25-September-2020,8.30,8.46,8.10,8.42,8.320309876720871108,83388,7922,693814.00,50826,60.95,0.36,0.12
24-September-2020,8.34,8.34,7.91,8.17,8.099476557410194774,89026,8387,721064.00,49126,55.18,0.43,-0.17
23-September-2020,8.75,8.82,8.25,8.34,8.485468122642657257,131504,8764,1115873.00,60582,46.07,0.57,-0.41
22-September-2020,8.94,8.94,8.50,8.63,8.664966383060713307,98611,910,854461.00,61591,62.46,0.44,-0.31
21-September-2020,9.40,9.40,8.55,8.69,8.945412307030244236,274201,11984,2452841.00,148390,54.12,0.85,-0.71
18-September-2020,9.35,9.36,9.15,9.19,9.225366482306824893,74492,158,687216.00,45284,60.79,0.21,-0.16
17-September-2020,9.20,9.45,9.20,9.31,9.320685962070947181,76564,187,713629.00,52239,68.23,0.25,0.11
16-September-2020,9.41,9.41,9.25,9.29,9.332978306645120219,81684,150,762355.00,51867,63.50,0.16,-0.12
15-September-2020,9.55,9.61,9.31,9.34,9.403290766208251473,81440,3028,765804.00,34722,42.64,0.30,-0.21
14-September-2020,9.40,9.69,9.30,9.35,9.407354767356125577,206152,1913,1939345.00,121772,59.07,0.39,-0.05
11-September-2020,9.61,9.66,9.36,9.42,9.502901364168680037,189566,6502,1801427.00,105266,55.53,0.30,-0.19
10-September-2020,9.55,9.89,9.45,9.60,9.655800117715055331,188591,9465,1820997.00,59575,31.59,0.44,0.05
9-September-2020,9.40,9.84,9.25,9.52,9.539697920449120974,490202,16063,4676379.00,210885,43.02,0.59,0.12
8-September-2020,9.26,10.15,9.15,9.44,9.759956323289601992,488132,10685,4764147.00,173952,35.64,1.00,0.18
7-September-2020,9.30,9.36,9.20,9.24,9.261356687772452018,152091,1285,1408569.00,114723,75.43,0.16,-0.06
4-September-2020,9.31,9.70,9.11,9.25,9.348893548490701953,217949,13183,2037582.00,82012,37.63,0.59,-0.06
3-September-2020,9.85,9.85,9.20,9.34,9.494041335303915358,170508,19710,1618810.00,76161,44.67,0.65,-0.51
2-September-2020,9.24,10.05,9.04,9.62,9.794119596334486955,618631,17715,6058946.00,459476,74.27,1.01,0.38
1-September-2020,9.11,9.49,9.04,9.14,9.172720464332521999,117502,8518,1077813.00,66561,56.65,0.45,0.03
31-August-2020,9.49,9.56,9.10,9.13,9.272555190527424096,173807,17836,1611635.00,97204,55.93,0.46,-0.36
28-August-2020,9.20,9.76,9.10,9.45,9.521013198487624968,215555,20492,2052302.00,103791,48.15,0.66,0.25
27-August-2020,9.21,9.24,9.11,9.13,9.170432076376782768,85471,11126,783806.00,51607,60.38,0.13,-0.08
26-August-2020,9.26,9.26,9.14,9.20,9.185095142362896816,106945,9037,982300.00,67968,63.55,0.12,-0.06
25-August-2020,9.34,9.34,9.18,9.21,9.221285870531674653,127089,11137,1171924.00,107520,84.60,0.16,-0.13
24-August-2020,9.31,9.36,9.20,9.26,9.265326910425906669,141369,12700,1309830.00,102039,72.18,0.16,-0.05
21-August-2020,9.31,9.39,9.28,9.30,9.324603303707428165,135242,13413,1261078.00,92236,68.20,0.11,-0.01
20-August-2020,9.31,9.40,9.20,9.30,9.307136638509141391,84998,17963,791088.00,58729,69.09,0.20,-0.01
19-August-2020,9.31,9.38,9.24,9.30,9.325322481572481572,117216,7166,1093077.00,79829,68.10,0.14,-0.01
18-August-2020,9.45,9.45,9.22,9.28,9.327322820798405533,85295,16496,795574.00,48744,57.15,0.23,-0.17
17-August-2020,9.49,9.49,9.29,9.36,9.320858493495738587,144905,16185,1350639.00,117001,80.74,0.20,-0.13
14-August-2020,9.50,9.50,9.13,9.25,9.351455610304816168,163574,16894,1529655.00,107057,65.45,0.37,-0.25
13-August-2020,9.48,9.49,9.31,9.37,9.373427995083052289,126908,10875,1189563.00,91824,72.35,0.18,-0.11
12-August-2020,9.38,9.51,9.35,9.41,9.433305646671265468,71033,12152,670076.00,30734,43.27,0.16,0.03
11-August-2020,9.81,9.91,9.00,9.22,9.398891325159815941,259048,23851,2434764.00,118837,45.87,0.91,-0.59
10-August-2020,9.79,9.96,9.51,9.79,9.753202716072349673,354777,22937,3460212.00,207424,58.47,0.45,0.00
7-August-2020,9.15,9.83,9.04,9.63,9.381662690583699985,242282,20741,2273008.00,134158,55.37,0.79,0.48
6-August-2020,9.26,9.26,9.08,9.10,9.127978355579895537,122341,8941,1116726.00,70952,58.00,0.18,-0.16
5-August-2020,9.21,9.29,9.15,9.20,9.210013367589757202,105479,8157,971463.00,80609,76.42,0.14,-0.01
4-August-2020,9.33,9.33,9.14,9.16,9.208698010404082739,40561,4754,373514.00,23108,56.97,0.19,-0.17
3-August-2020,9.34,9.42,9.15,9.23,9.249853956165213440,92438,8484,855038.00,71962,77.85,0.27,-0.11
31-July-2020,9.37,9.45,9.20,9.27,9.289494850416871015,50975,9655,473532.00,19212,37.69,0.25,-0.10
30-July-2020,9.31,9.63,9.15,9.20,9.399540785209456954,83621,7978,785999.00,32341,38.68,0.48,-0.11
29-July-2020,9.22,9.45,9.13,9.27,9.288314717688559428,139757,12714,1298107.00,75928,54.33,0.32,0.05
28-July-2020,9.36,9.41,9.05,9.17,9.169679189146631527,120663,16229,1106441.00,47520,39.38,0.36,-0.19
27-July-2020,9.62,9.70,9.20,9.24,9.363627999693322088,195645,13158,1831947.00,96710,49.43,0.50,-0.38
24-July-2020,9.73,9.80,9.51,9.62,9.647549749418104804,143067,18628,1380246.00,70208,49.07,0.29,-0.11
23-July-2020,9.99,9.99,9.56,9.68,9.682556651602766574,185211,11624,1793316.00,101650,54.88,0.43,-0.31
22-July-2020,10.19,10.19,9.81,9.88,9.931432395068586542,158413,11717,1573268.00,89553,56.53,0.38,-0.31
21-July-2020,10.11,10.32,9.91,10.02,10.017184171454392873,77455,12521,775881.00,54176,69.95,0.41,-0.09
20-July-2020,10.30,10.35,10.00,10.09,10.171634935484142836,237306,11544,2413790.00,116586,49.13,0.35,-0.21
17-July-2020,9.75,10.39,9.75,10.31,10.126946386112948495,167811,14607,1699413.00,89559,53.37,0.64,0.56
16-July-2020,10.14,10.17,9.66,9.90,9.861272842178864849,223107,22879,2200119.00,92688,41.54,0.51,-0.24
15-July-2020,9.71,10.20,9.30,10.08,9.970610793746006901,640167,17049,6382856.00,168091,26.26,0.90,0.37
14-July-2020,9.98,10.02,9.72,9.72,9.775738595020573855,470014,2026,4594734.00,253015,53.83,0.30,-0.26
13-July-2020,10.89,10.89,10.22,10.23,10.310651234341806461,409530,6143,4222521.00,239868,58.57,0.67,-0.66
10-July-2020,11.16,11.25,10.75,10.75,10.870637906697543112,398146,11279,4328101.00,218965,55.00,0.50,-0.41
9-July-2020,12.34,12.37,11.31,11.31,11.718164076919940627,907489,12807,10634105.00,477618,52.63,1.06,-1.03
8-July-2020,11.84,12.03,11.00,11.90,11.808051266985641580,4836953,18921,57114989.00,2524391,52.19,1.03,0.06
7-July-2020,9.76,10.94,9.56,10.94,10.741926363212676712,2574800,18721,27658312.00,1402223,54.46,1.38,1.18
6-July-2020,9.15,9.95,8.66,9.95,9.639088504699857476,1400468,33060,13499235.00,746995,53.34,1.29,0.80
3-July-2020,9.14,9.14,8.95,9.05,9.002874214484392706,97070,16777,873909.00,53629,55.25,0.19,-0.09
2-July-2020,9.02,9.26,8.87,8.99,9.021640254703882797,146209,29505,1319045.00,81257,55.58,0.39,-0.03
1-July-2020,9.19,9.25,8.91,9.01,9.043987991511240704,231836,37003,2096722.00,110373,47.61,0.34,-0.18
30-June-2020,9.34,9.34,9.03,9.09,9.211613354392987617,165878,21608,1528004.00,92689,55.88,0.31,-0.25
29-June-2020,9.35,9.90,8.96,9.17,9.219758800561849896,484827,16668,4469988.00,137262,28.31,0.94,-0.18
26-June-2020,9.40,9.56,9.20,9.35,9.372847594642432568,189265,14103,1773952.00,113643,60.04,0.36,-0.05
25-June-2020,9.30,9.53,9.15,9.40,9.387346860006255365,150271,20245,1410646.00,79253,52.74,0.38,0.10
24-June-2020,10.06,10.06,9.01,9.45,9.539830634633442502,349304,4191,3332301.00,200604,57.43,1.05,-0.61
23-June-2020,10.04,10.25,9.81,9.88,9.977214163179465830,278638,4947,2780031.00,177825,63.82,0.44,-0.16
22-June-2020,10.00,10.10,9.67,9.91,9.955139526669021547,260452,1963,2592836.00,148306,56.94,0.43,-0.09
19-June-2020,10.43,10.43,9.60,9.82,10.014206104078190721,787408,6159,7885266.00,392882,49.90,0.83,-0.61
18-June-2020,9.73,9.85,9.13,9.85,9.731165289528674980,636949,942,6198256.00,496106,77.89,0.72,0.12
17-June-2020,8.90,9.10,8.71,8.96,8.897803177572825467,273668,543,2435044.00,167045,61.04,0.39,0.06
16-June-2020,9.43,9.55,8.80,8.89,9.077667257119498569,161458,3558,1465662.00,82978,51.39,0.75,-0.54
15-June-2020,8.89,9.44,8.85,9.32,9.145436344205300252,369605,2573,3380199.00,220146,59.56,0.59,0.43
12-June-2020,8.81,8.90,8.37,8.82,8.717702036598414251,109349,2217,953272.00,63025,57.64,0.53,0.01
11-June-2020,9.10,9.75,8.96,9.16,9.234475243944746575,204657,2523,1889900.00,95078,46.46,0.79,0.06
10-June-2020,9.53,9.90,8.86,9.04,9.144763270469403323,414228,3602,3788017.00,170201,41.09,1.04,-0.49
9-June-2020,10.21,10.21,9.31,9.47,9.723927732748899175,548907,12786,5337532.00,275362,50.17,0.90,-0.74
8-June-2020,9.20,9.29,9.20,9.29,9.283534306642084807,80276,180,745245.00,78275,97.51,0.09,0.09
5-June-2020,7.89,8.60,7.70,8.45,8.259849074733685657,241444,8808,1994291.00,106548,44.13,0.90,0.56
4-June-2020,8.24,8.34,7.75,7.86,7.849042330597135039,248520,5126,1950644.00,152696,61.44,0.59,-0.38
3-June-2020,7.89,8.15,7.89,8.15,8.129093431707522643,308482,3311,2507679.00,265175,85.96,0.26,0.26
2-June-2020,7.54,7.77,7.51,7.77,7.680552610052413124,198042,11939,1521072.00,117417,59.29,0.26,0.23
1-June-2020,7.29,7.40,7.11,7.40,7.383131896829911740,300591,2046,2219303.00,232953,77.50,0.29,0.11
29-May-2020,6.72,7.05,6.72,7.05,7.013049301048887839,271049,11198,1900880.00,247489,91.31,0.33,0.33
28-May-2020,6.71,6.85,6.68,6.72,6.740702206368080327,60552,10716,408163.00,23977,39.60,0.17,0.01
27-May-2020,6.84,6.86,6.70,6.71,6.757175041629934371,30627,14266,206952.00,13732,44.84,0.16,-0.13
26-May-2020,6.85,6.86,6.76,6.78,6.807221574191751249,57439,10607,391000.00,34911,60.78,0.10,-0.07
22-May-2020,6.91,6.91,6.80,6.81,6.837125879679071168,36519,13383,249685.00,23012,63.01,0.11,-0.10
21-May-2020,6.92,6.95,6.85,6.89,6.892954287873063845,52940,11293,364913.00,21776,41.13,0.10,-0.03
20-May-2020,6.85,6.94,6.84,6.88,6.884851465669879992,50830,12695,349957.00,30398,59.80,0.10,0.03
19-May-2020,6.76,6.88,6.73,6.85,6.802411873840445269,78694,16157,535309.00,46205,58.71,0.15,0.09
18-May-2020,7.00,7.09,6.70,6.72,6.857619102359877161,60893,25498,417581.00,36115,59.31,0.39,-0.28
15-May-2020,7.00,7.00,6.92,6.98,6.962829601290274183,26661,14987,185636.00,14392,53.98,0.08,-0.02
14-May-2020,7.06,7.06,6.92,7.00,6.982625656414103525,33325,6095,232696.00,23775,71.34,0.14,-0.06
13-May-2020,7.00,7.18,6.91,7.12,7.064850215848357084,198519,7033,1402507.00,147856,74.48,0.27,0.12
12-May-2020,6.86,6.86,6.74,6.84,6.823686693928908461,31790,5093,216925.00,22320,70.21,0.12,-0.02
11-May-2020,6.95,6.95,6.83,6.86,6.900059881475975138,48429,4803,334163.00,23286,48.08,0.12,-0.09
8-May-2020,6.85,7.00,6.85,6.91,6.938013786060760786,39170,5133,271762.00,27968,71.40,0.15,0.06
7-May-2020,7.05,7.05,6.81,6.86,6.929759932074334780,73021,3145,506018.00,34658,47.46,0.24,-0.19
6-May-2020,7.06,7.06,6.89,6.97,6.969036894405666540,58166,3174,405361.00,27595,47.44,0.17,-0.09
5-May-2020,7.10,7.24,7.00,7.05,7.126435764081000331,45185,2796,322008.00,26606,58.88,0.24,-0.05
4-May-2020,7.26,7.26,6.99,7.07,7.069599433710859427,48032,3169,339567.00,23749,49.44,0.27,-0.19
30-April-2020,7.31,7.36,7.19,7.23,7.283265940902021772,64300,3096,468314.00,35773,55.63,0.17,-0.08
29-April-2020,7.36,7.36,7.10,7.20,7.209646834311665096,165588,3275,1193831.00,51493,31.10,0.26,-0.16
28-April-2020,7.31,7.37,7.25,7.33,7.307979886313948404,45740,4967,334267.00,24538,53.65,0.12,0.02
27-April-2020,7.30,7.40,7.28,7.31,7.338655504311209143,39896,3145,292783.00,18706,46.89,0.12,0.01
24-April-2020,7.43,7.43,7.25,7.28,7.325056297249477239,49736,3218,364319.00,25154,50.58,0.18,-0.15
23-April-2020,7.49,7.50,7.15,7.43,7.380114854004821859,119456,3274,881599.00,69241,57.96,0.35,-0.06
22-April-2020,7.61,7.61,7.22,7.22,7.256194188492938898,274249,2849,1990004.00,116197,42.37,0.39,-0.39
21-April-2020,8.01,8.01,7.58,7.59,7.673484024709066931,86446,4559,663342.00,53385,61.76,0.43,-0.42
20-April-2020,8.30,8.30,7.80,7.97,7.937578317997923454,55862,263,443409.00,34291,61.39,0.50,-0.33
17-April-2020,8.48,8.48,7.89,7.95,8.112805043752377846,110394,4360,895605.00,56991,51.62,0.59,-0.53
16-April-2020,8.46,8.46,8.05,8.08,8.148842750323777205,221603,5901,1805808.00,70928,32.01,0.41,-0.38
15-April-2020,8.09,8.55,8.06,8.47,8.475877360989202216,456853,5145,3872230.00,222014,48.60,0.49,0.38
13-April-2020,7.31,7.78,7.11,7.78,7.595324054478002141,240978,2758,1830306.00,123001,51.04,0.67,0.47
9-April-2020,6.54,7.08,6.54,7.08,7.020754871458981496,170996,2109,1200521.00,124923,73.06,0.54,0.54
8-April-2020,6.15,6.44,6.09,6.44,6.401962586608008824,157751,5497,1009916.00,100214,63.53,0.35,0.29
7-April-2020,6.01,6.27,6.01,6.14,6.127820807037674507,41832,3741,256339.00,32288,77.18,0.26,0.13
3-April-2020,6.10,6.10,5.95,6.01,6.012471049349723855,33678,3122,202488.00,26329,78.18,0.15,-0.09
1-April-2020,6.01,6.13,5.97,6.00,6.058601863390896682,33702,4031,204187.00,21646,64.23,0.16,-0.01
31-March-2020,5.90,6.09,5.85,6.04,6.033485895759387259,42824,3804,258378.00,32222,75.24,0.24,0.14
30-March-2020,5.96,5.96,5.67,5.83,5.715777722195447807,163921,5199,936936.00,121029,73.83,0.29,-0.13
27-March-2020,6.24,6.49,5.90,5.96,6.133459520706299981,152683,4315,936475.00,76523,50.12,0.59,-0.28
26-March-2020,6.00,6.25,5.88,6.19,6.099994666951095941,75004,4650,457524.00,36658,48.87,0.37,0.19
25-March-2020,5.82,6.10,5.55,6.00,5.852233417423223915,66199,4314,387412.00,27895,42.14,0.55,0.18
24-March-2020,6.06,6.19,5.80,5.82,5.859701862328116612,121085,3333,709522.00,67818,56.01,0.39,-0.24
23-March-2020,6.26,6.26,6.10,6.10,6.110335058138391012,50827,120,310570.00,43218,85.03,0.16,-0.16
20-March-2020,6.60,6.85,6.39,6.42,6.511332607065548025,141362,465,920455.00,82279,58.20,0.46,-0.18
19-March-2020,6.60,6.68,6.57,6.58,6.596982704834161072,240414,288,1586007.00,132452,55.09,0.11,-0.02
18-March-2020,7.63,7.63,6.91,6.91,7.017874160540833173,223507,352,1568544.00,136822,61.22,0.72,-0.72
17-March-2020,7.01,7.68,7.01,7.27,7.549879425451982959,218537,431,1649928.00,117889,53.94,0.67,0.26
16-March-2020,6.99,7.38,6.68,7.35,7.227692018675109034,468431,526,3385675.00,249833,53.33,0.70,0.36
