Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
28-June-2023,170.85,171.70,168.00,168.40,169.402446436711745935,13162,430,2229675.00,6268,47.62,3.70,-2.45
27-June-2023,170.00,173.45,169.00,169.90,170.617084646264082531,23167,649,3952686.00,13351,57.63,4.45,-0.10
26-June-2023,168.80,170.70,166.60,169.05,168.484769962982548915,18910,609,3186047.00,8806,46.57,4.10,0.25
23-June-2023,171.90,171.90,166.60,168.80,169.137400834219350617,24454,846,4136086.00,13548,55.40,5.30,-3.10
22-June-2023,174.45,174.45,167.80,169.70,170.160788251537592569,63736,1564,10845368.00,38676,60.68,6.65,-4.75
21-June-2023,176.25,177.60,173.20,174.00,175.900556617097283376,12037,425,2117315.00,5911,49.11,4.40,-2.25
20-June-2023,177.75,178.00,172.40,175.40,174.613143601023477128,22277,754,3889857.00,9935,44.60,5.60,-2.35
19-June-2023,183.75,183.75,173.00,173.95,175.754130788922504072,25782,723,4531293.00,8912,34.57,10.75,-9.80
16-June-2023,183.30,183.65,179.00,179.40,180.425055016708778221,36807,1019,6640905.00,25570,69.47,4.65,-3.90
15-June-2023,179.00,189.55,179.00,182.80,185.989182247991127886,51397,1271,9559286.00,15941,31.02,10.55,3.80
14-June-2023,178.55,182.75,178.00,179.20,180.506268558231606730,30310,688,5471145.00,16279,53.71,4.75,0.65
13-June-2023,181.95,183.10,178.65,180.00,180.663800277392510402,43260,809,7815516.00,31752,73.40,4.45,-1.95
12-June-2023,179.85,183.75,178.55,181.75,181.460920858594134032,36618,869,6644736.00,16540,45.17,5.20,1.90
9-June-2023,179.70,182.05,178.15,179.40,179.919924507953626314,14836,470,2669292.00,3206,21.61,3.90,-0.30
8-June-2023,181.35,187.15,177.20,177.75,182.723079022792411628,43962,949,8032872.00,18330,41.70,9.95,-3.60
7-June-2023,186.50,188.00,181.00,181.35,182.760958634049337424,58333,1554,10660995.00,41253,70.72,7.00,-5.15
6-June-2023,187.70,189.50,184.35,186.15,186.442100400369571912,51952,1324,9686040.00,23523,45.28,5.15,-1.55
5-June-2023,181.65,190.90,180.80,187.65,186.990606258195341105,139561,3022,26096596.00,68880,49.35,10.10,6.00
2-June-2023,181.90,184.05,180.65,181.35,182.505980427691192461,38626,767,7049476.00,18304,47.39,3.40,-0.55
1-June-2023,174.40,186.55,173.95,180.50,183.218467396477867682,147070,3152,26945940.00,66660,45.33,12.60,6.10
31-May-2023,176.60,178.15,172.85,174.25,174.825373427672955974,30528,792,5337069.00,20716,67.86,5.30,-2.35
30-May-2023,176.00,183.90,175.20,175.85,179.323535804854486173,41405,966,7424891.00,21020,50.77,8.70,-0.15
29-May-2023,177.30,182.80,175.00,178.70,179.801511705051653871,42204,1106,7588343.00,26664,63.18,7.80,1.40
26-May-2023,182.15,182.15,174.50,175.60,178.165515220030984382,23883,684,4255127.00,11242,47.07,7.65,-6.55
25-May-2023,172.70,182.95,172.10,180.80,179.761847905951506245,32664,955,5871741.00,11406,34.92,10.85,8.10
24-May-2023,177.00,177.00,172.25,173.40,173.671051454138702460,22350,672,3881548.00,8719,39.01,4.75,-3.60
23-May-2023,180.80,183.85,172.30,173.65,179.134340896790713829,123797,2900,22176294.00,65513,52.92,11.55,-7.15
22-May-2023,168.00,181.00,166.95,178.95,175.570536046455202756,247292,6135,43417189.00,112213,45.38,14.05,10.95
19-May-2023,164.60,170.95,159.65,167.50,167.108277526309025745,140066,3918,23406188.00,66087,47.18,11.30,2.90
18-May-2023,154.90,169.20,154.90,162.90,164.264324126348888730,223888,5970,36776811.00,136511,60.97,14.30,8.00
17-May-2023,151.05,153.55,151.05,153.00,152.639008761605858506,15294,468,2334461.00,9696,63.40,2.50,1.95
16-May-2023,152.95,156.90,151.10,151.40,153.514948101187146497,16089,603,2469902.00,6624,41.17,5.80,-1.55
15-May-2023,150.65,153.60,148.50,149.70,151.504166011633390976,12722,366,1927436.00,7817,61.44,5.10,-0.95
12-May-2023,152.00,155.30,148.95,149.90,151.075121753246753246,24640,582,3722491.00,11625,47.18,6.35,-2.10
11-May-2023,155.35,157.20,151.35,152.05,153.913513287996996119,23969,710,3689153.00,16566,69.11,5.85,-3.30
10-May-2023,151.00,156.15,150.55,154.60,154.114017137741399155,31276,877,4820070.00,19227,61.48,5.60,3.60
9-May-2023,156.00,156.00,148.90,149.85,151.685386553507492375,15082,450,2287719.00,10000,66.30,7.10,-6.15
8-May-2023,156.20,160.00,154.00,154.80,157.014324497318295186,45307,1267,7113848.00,29977,66.16,6.00,-1.40
5-May-2023,147.15,159.70,147.15,157.40,155.159725814795654423,38660,906,5998475.00,16860,43.61,12.55,10.25
4-May-2023,151.45,151.45,144.90,148.25,147.734104750304506699,41050,935,6064485.00,17991,43.83,6.55,-3.20
3-May-2023,149.85,153.90,147.00,149.00,149.608457745051678713,74015,1188,11073270.00,33786,45.65,6.90,-0.85
2-May-2023,133.00,147.15,133.00,142.30,141.054810896971453412,27604,595,3893677.00,12295,44.54,14.15,9.30
28-April-2023,133.75,134.15,131.40,132.65,133.098916320378065672,12273,379,1633523.00,9955,81.11,2.75,-1.10
27-April-2023,130.00,134.00,130.00,132.65,132.660694942088159320,12001,411,1592061.00,10760,89.66,4.00,2.65
26-April-2023,133.00,135.65,126.75,132.10,132.894740193581253183,31408,1046,4173958.00,19937,63.48,8.90,-0.90
25-April-2023,128.05,134.50,128.05,129.25,130.938390915680115970,8278,367,1083908.00,5672,68.52,6.45,1.20
24-April-2023,134.30,134.30,127.00,129.15,129.051646706586826347,5344,219,689652.00,4033,75.47,7.30,-5.15
21-April-2023,134.95,134.95,128.50,129.05,129.549647661755285073,3122,170,404454.00,2265,72.55,6.45,-5.90
20-April-2023,129.00,131.55,128.95,130.20,130.457912457912457912,3267,129,426206.00,2187,66.94,2.60,1.20
19-April-2023,129.85,131.85,129.00,129.45,130.826904532304725168,6222,229,814005.00,4842,77.82,2.85,-0.40
18-April-2023,130.05,133.65,130.05,130.60,130.937227384790441873,5273,179,690432.00,4859,92.15,3.60,0.55
17-April-2023,127.00,133.00,127.00,130.40,130.599928452182208442,8386,423,1095211.00,5677,67.70,6.00,3.40
13-April-2023,131.45,134.05,129.75,131.80,131.391982182628062360,1796,110,235980.00,1186,66.04,4.30,0.35
12-April-2023,132.20,133.45,130.90,130.95,132.281791044776119402,1675,98,221572.00,1426,85.13,2.55,-1.25
11-April-2023,133.25,134.50,131.40,131.90,132.414979757085020242,4940,332,654130.00,3372,68.26,3.10,-1.35
10-April-2023,132.65,136.15,130.90,133.30,133.416787455527737514,7589,407,1012500.00,5927,78.10,5.25,0.65
6-April-2023,131.25,133.65,130.30,133.20,132.171937550040032025,4996,236,660331.00,4213,84.33,3.35,1.95
5-April-2023,128.10,131.65,127.50,130.00,129.452981651376146788,1744,159,225766.00,1082,62.04,4.15,1.90
3-April-2023,126.35,127.05,125.45,126.10,126.252554147936248467,4894,199,617880.00,2699,55.15,1.60,-0.25
31-March-2023,125.20,127.00,120.45,124.55,124.229265003371544167,2966,208,368464.00,2352,79.30,6.55,-0.65
29-March-2023,122.00,123.50,119.75,120.30,121.137939221272554605,4212,165,510233.00,3431,81.46,3.75,-1.70
28-March-2023,120.25,124.90,119.95,120.65,122.481252210824195259,5654,237,692509.00,4145,73.31,4.95,0.40
27-March-2023,124.95,125.40,123.25,124.70,124.391993957703927492,1324,125,164695.00,767,57.93,2.15,-0.25
24-March-2023,123.50,126.35,123.50,123.80,124.944797264289203712,2047,133,255762.00,1312,64.09,2.85,0.30
23-March-2023,123.45,127.65,123.20,126.30,126.461899179366940211,2559,155,323616.00,1448,56.58,4.45,2.85
22-March-2023,122.55,125.25,122.05,123.15,123.769582381051319343,4813,131,595703.00,1356,28.17,3.20,0.60
21-March-2023,124.00,124.00,118.85,122.15,121.905948372615039281,8910,279,1086182.00,6913,77.59,5.15,-1.85
20-March-2023,120.20,126.15,120.20,122.05,122.592131421994349691,9557,467,1171613.00,6113,63.96,5.95,1.85
17-March-2023,126.05,127.10,125.25,125.80,126.115978098556495769,2009,122,253367.00,1419,70.63,1.85,-0.25
16-March-2023,125.25,126.00,121.40,125.35,123.712793733681462140,2681,164,331674.00,2088,77.88,4.60,0.10
15-March-2023,126.95,127.50,125.00,126.25,126.209035017375033413,3741,159,472148.00,2638,70.52,2.50,-0.70
14-March-2023,127.20,127.20,123.70,125.05,124.440039399162767791,4061,227,505351.00,3079,75.82,3.50,-2.15
13-March-2023,130.75,131.55,125.45,126.65,127.804493017607771706,4941,459,631482.00,2642,53.47,6.10,-4.10
10-March-2023,131.85,132.00,130.10,131.10,131.407071097372488408,5176,345,680163.00,3717,71.81,1.90,-0.75
9-March-2023,134.05,135.50,131.15,133.00,132.934781251950321412,16023,522,2130014.00,12090,75.45,4.35,-1.05
8-March-2023,134.90,134.90,132.50,134.05,133.572120559741657696,1858,155,248177.00,998,53.71,2.40,-0.85
6-March-2023,134.30,137.60,134.00,134.55,135.170540738928309273,4087,377,552442.00,2105,51.50,3.60,0.25
3-March-2023,132.30,137.80,132.25,133.00,134.283527570012176030,11498,621,1543992.00,2613,22.73,5.55,0.70
2-March-2023,138.60,138.60,130.05,130.50,131.317633320358115998,5138,267,674710.00,3272,63.68,8.55,-8.10
1-March-2023,127.80,132.00,126.55,131.20,129.869498705577783007,16996,529,2207262.00,8208,48.29,5.45,3.40
28-February-2023,131.70,131.70,126.05,127.35,128.905940594059405940,10302,423,1327989.00,6257,60.74,5.65,-4.35
27-February-2023,133.80,133.80,126.20,127.30,127.856434264058407178,17943,669,2294128.00,9864,54.97,7.60,-6.50
24-February-2023,132.20,133.70,130.05,131.60,132.300488997555012224,16360,946,2164436.00,5686,34.76,3.65,-0.60
23-February-2023,134.10,135.15,131.00,132.25,132.896797334079519727,39311,1819,5224306.00,32241,82.02,4.15,-1.85
22-February-2023,137.45,137.45,133.15,134.00,134.472776113234838309,9679,325,1301562.00,5429,56.09,4.30,-3.45
21-February-2023,137.80,140.90,137.40,137.90,139.294928654068646355,10372,350,1444767.00,5623,54.21,3.50,0.10
20-February-2023,141.70,141.70,135.25,137.40,137.106348371047218102,20903,515,2865934.00,16053,76.80,6.45,-4.30
17-February-2023,136.05,146.70,135.70,140.65,141.658031974010430024,35091,1297,4970922.00,14331,40.84,11.00,4.60
16-February-2023,141.95,141.95,134.70,136.40,137.413606619436482613,18491,806,2540915.00,10549,57.05,7.25,-5.55
15-February-2023,136.40,141.20,131.40,140.00,136.890030189234960606,27162,997,3718207.00,13463,49.57,9.80,3.60
14-February-2023,138.05,138.05,131.50,132.45,133.717511520737327188,6510,273,870501.00,4514,69.34,6.55,-5.60
13-February-2023,141.80,142.30,136.55,137.00,138.365718024206738632,9171,293,1268952.00,5298,57.77,5.75,-4.80
10-February-2023,145.60,147.80,140.70,141.30,143.748322460391425908,21460,504,3084839.00,7847,36.57,7.10,-4.30
9-February-2023,142.00,146.10,139.25,143.75,142.455549845837615621,11676,547,1663311.00,3145,26.94,6.85,1.75
8-February-2023,139.95,143.90,137.20,141.30,139.907292741658066735,5814,382,813421.00,3458,59.48,6.70,1.35
7-February-2023,139.00,140.35,137.00,137.85,138.654354558501397386,13239,503,1835645.00,8139,61.48,3.35,-1.15
6-February-2023,140.00,141.50,138.00,139.15,139.695576105973506623,8002,427,1117844.00,4365,54.55,3.50,-0.85
3-February-2023,141.30,141.30,136.10,140.55,138.998004390341249251,10022,383,1393038.00,2344,23.39,5.20,-0.75
2-February-2023,140.40,142.80,138.95,140.60,140.904577123203104330,11339,471,1597717.00,5515,48.64,3.85,0.20
1-February-2023,146.95,148.05,138.30,140.35,143.171782109774643992,14466,804,2071123.00,6089,42.09,9.75,-6.60
31-January-2023,138.90,147.60,138.10,145.85,143.546661288548274724,27271,1098,3914661.00,12755,46.77,9.50,6.95
30-January-2023,130.20,139.95,130.20,138.05,137.500838346977019429,10139,622,1394121.00,3848,37.95,9.75,7.85
27-January-2023,140.30,143.40,133.55,136.20,136.977028258887876025,21940,1092,3005276.00,12434,56.67,9.85,-4.10
25-January-2023,142.25,144.30,139.20,142.10,141.296580287681199977,17867,852,2524546.00,9440,52.83,5.10,-0.15
24-January-2023,146.55,147.85,143.25,144.80,145.430409356725146198,5985,365,870401.00,2287,38.21,4.60,-1.75
23-January-2023,146.20,151.55,146.10,146.85,148.712085308056872037,13504,529,2008208.00,4804,35.57,5.45,0.65
20-January-2023,147.35,149.70,147.00,147.90,148.091152320324753206,21678,722,3210320.00,4626,21.34,2.70,0.55
19-January-2023,148.55,149.20,147.00,147.30,148.084428442844284428,5555,311,822609.00,3422,61.60,2.20,-1.25
18-January-2023,150.50,150.50,147.45,148.30,148.541951186532350753,14791,685,2197084.00,1399,9.46,3.05,-2.20
17-January-2023,147.55,152.30,147.00,147.35,149.078915254237288135,14750,578,2198914.00,3192,21.64,5.30,-0.20
16-January-2023,149.55,150.70,146.25,147.25,148.024342030949960465,17706,575,2620919.00,9567,54.03,4.45,-2.30
13-January-2023,149.70,150.65,148.70,149.65,149.654112463281577843,19064,731,2853006.00,5580,29.27,1.95,-0.05
12-January-2023,153.15,153.15,147.30,149.10,148.608827391172608827,9901,425,1471376.00,3246,32.78,5.85,-4.05
11-January-2023,147.95,151.70,147.00,150.00,149.239370852789383140,12207,450,1821765.00,4823,39.51,4.70,2.05
10-January-2023,152.35,153.40,146.50,147.75,149.060155103751833997,14313,531,2133498.00,7314,51.10,6.90,-4.60
9-January-2023,152.10,160.65,149.10,151.80,154.889677843523997370,76050,1982,11779360.00,23918,31.45,11.55,-0.30
6-January-2023,149.35,157.50,147.25,150.40,153.201824167861249822,63481,1762,9725405.00,23335,36.76,10.25,1.05
5-January-2023,154.20,154.95,147.35,149.00,150.930891601923788383,13515,661,2039831.00,5552,41.08,7.60,-5.20
4-January-2023,157.95,159.35,151.20,152.20,155.041107130706266135,49967,1494,7746939.00,20953,41.93,8.15,-5.75
3-January-2023,163.00,168.00,156.80,158.70,160.653319144865847242,167272,3857,26872802.00,63222,37.80,11.20,-4.30
2-January-2023,142.95,165.50,135.75,162.35,156.863862215742463090,238692,5928,37442149.00,127873,53.57,29.75,19.40
30-December-2022,140.80,140.80,136.00,137.95,138.098852101318660468,10541,422,1455700.00,3037,28.81,4.80,-2.85
29-December-2022,132.20,137.35,132.20,135.15,135.242349726775956284,7320,389,989974.00,2108,28.80,5.15,2.95
28-December-2022,136.00,138.30,133.15,135.85,135.985347399829497016,18768,632,2552173.00,9572,51.00,5.15,-0.15
27-December-2022,133.50,135.45,131.50,133.95,133.472035909606851718,38764,1232,5173910.00,14213,36.67,3.95,0.45
26-December-2022,120.05,131.40,120.05,130.05,128.173721322045884726,48077,1259,6162208.00,24119,50.17,11.35,10.00
23-December-2022,130.00,130.00,121.30,121.85,124.451262906142448812,17143,731,2133468.00,6674,38.93,8.70,-8.15
22-December-2022,138.00,139.15,128.10,129.45,131.307314591319986748,84516,1912,11097569.00,39747,47.03,11.05,-8.55
21-December-2022,147.35,148.75,137.00,138.70,141.951481505814335457,30442,1125,4321287.00,10835,35.59,11.75,-8.65
20-December-2022,149.75,149.75,144.60,146.60,146.297949549041713641,56768,1527,8305042.00,12206,21.50,5.15,-3.15
19-December-2022,145.25,149.50,145.20,147.20,147.804903509761877891,70888,1794,10477594.00,14997,21.16,4.30,1.95
16-December-2022,149.80,154.00,145.20,146.85,147.997884893688077479,26949,1021,3988395.00,7948,29.49,8.80,-2.95
15-December-2022,151.85,152.80,148.35,149.55,150.947885295273012963,38185,1079,5763945.00,10779,28.23,4.45,-2.30
14-December-2022,150.80,153.85,149.70,150.25,151.960375877648855609,47143,1223,7163868.00,16865,35.77,4.15,-0.55
13-December-2022,153.00,154.20,149.10,149.90,151.294263862332695984,67990,1606,10286497.00,4824,7.10,5.10,-3.10
12-December-2022,150.00,154.00,148.60,152.05,149.972080812388389882,75038,2083,11253605.00,6472,8.62,5.40,2.05
9-December-2022,159.25,160.20,148.15,150.65,152.315945877592311583,31632,1360,4818058.00,15848,50.10,12.05,-8.60
8-December-2022,158.10,161.90,157.50,158.15,159.156639461298454053,56729,1895,9028797.00,21424,37.77,4.40,0.05
7-December-2022,159.10,161.15,157.00,158.15,159.016695520193516256,126501,3559,20115771.00,20229,15.99,4.15,-0.95
6-December-2022,158.00,165.65,157.05,158.05,160.844481720102169189,131155,3851,21095558.00,32796,25.01,8.60,0.05
5-December-2022,156.30,161.55,156.30,158.75,158.842270101635428599,82058,2706,13034279.00,18627,22.70,5.25,2.45
2-December-2022,157.50,161.80,155.90,158.15,157.099934477787970121,76310,2687,11988296.00,8915,11.68,5.90,0.65
1-December-2022,158.65,161.10,156.20,156.75,158.510220353725717599,13796,600,2186807.00,7813,56.63,4.90,-1.90
30-November-2022,163.80,165.15,156.60,157.15,159.837954698718711571,25209,889,4029355.00,13473,53.45,8.55,-6.65
29-November-2022,160.85,171.55,160.85,162.55,167.247960199004975124,75375,2271,12606315.00,17752,23.55,10.70,1.70
28-November-2022,163.00,164.80,158.05,159.90,161.701919720767888307,28650,1265,4632760.00,9060,31.62,6.75,-3.10
25-November-2022,154.00,164.65,154.00,159.80,161.000949005480990839,51633,2223,8312962.00,16435,31.83,10.65,5.80
24-November-2022,154.70,156.60,152.90,153.10,154.464333132166566083,16570,1030,2559474.00,11388,68.73,3.70,-1.60
23-November-2022,153.70,161.00,152.00,153.85,157.594370818155984396,77418,2406,12200641.00,41206,53.23,9.00,0.15
22-November-2022,153.05,155.00,150.65,152.65,153.059707724425887265,7185,604,1099734.00,2831,39.40,4.35,-0.40
21-November-2022,155.00,156.40,149.95,154.80,153.999367979545519836,34809,1846,5360564.00,15845,45.52,6.45,-0.20
18-November-2022,149.85,157.75,147.85,152.10,153.718819292241832327,78021,2879,11993296.00,,,9.90,2.25
17-November-2022,144.00,150.25,143.00,147.25,147.974790964682391114,32052,1152,4742888.00,16146,50.37,7.25,3.25
16-November-2022,147.90,150.50,142.15,143.55,146.401484955060570535,12795,759,1873207.00,6293,49.18,8.35,-4.35
15-November-2022,144.05,150.00,144.05,146.75,147.526274509803921568,22950,987,3385728.00,10403,45.33,5.95,2.70
14-November-2022,154.95,154.95,144.60,145.40,149.173227663205391490,34573,1567,5157366.00,15122,43.74,10.35,-9.55
11-November-2022,159.95,161.05,154.45,155.20,156.944804395964897892,12193,734,1913628.00,6229,51.09,6.60,-4.75
10-November-2022,161.05,165.75,151.80,157.15,159.844071495832929973,113629,3188,18162922.00,74595,65.65,13.95,-3.90
9-November-2022,152.05,164.00,151.75,162.75,160.908185666290676660,82449,1595,13266719.00,44923,54.49,12.25,10.70
7-November-2022,151.00,154.75,148.40,152.45,152.325753943217665615,79250,2726,12071816.00,52236,65.91,6.35,1.45
4-November-2022,147.00,151.00,143.80,149.80,148.569056434421631325,17826,706,2648392.00,10051,56.38,7.20,2.80
3-November-2022,145.40,149.50,145.40,146.75,147.458929788684389911,5868,291,865289.00,4566,77.81,4.10,1.35
2-November-2022,149.70,150.85,144.00,144.70,146.215326155794806839,6316,407,923496.00,4929,78.04,6.85,-5.00
1-November-2022,155.00,157.30,147.20,149.05,153.322594949338181495,45103,1253,6915309.00,27274,60.47,10.10,-5.95
31-October-2022,146.00,151.00,145.00,146.40,147.973933420635467640,72545,1901,10734769.00,57194,78.84,6.00,0.40
28-October-2022,133.75,147.95,133.60,144.20,143.919686101403960517,16311,696,2347474.00,9333,57.22,14.35,10.45
27-October-2022,127.35,133.75,127.35,132.85,132.047688160895708065,4823,200,636866.00,3567,73.96,6.40,5.50
25-October-2022,133.15,133.70,130.10,131.30,131.756672133591769792,6707,243,883692.00,5283,78.77,3.60,-1.85
24-October-2022,131.40,134.20,131.40,133.35,133.333898305084745762,2360,86,314668.00,,,2.80,1.95
21-October-2022,131.70,132.05,130.00,130.65,130.767123287671232876,2044,119,267288.00,1618,79.16,2.05,-1.05
20-October-2022,129.30,131.95,129.30,130.10,130.378952336007550731,2119,148,276273.00,1496,70.60,2.65,0.80
19-October-2022,127.50,136.95,127.50,131.35,133.242037614592193554,10581,538,1409834.00,6773,64.01,9.45,3.85
18-October-2022,128.00,132.45,128.00,130.40,130.703561814040173949,9658,378,1262335.00,8288,85.81,4.45,2.40
17-October-2022,126.05,134.05,126.05,129.45,130.855309788586093119,8183,371,1070789.00,5819,71.11,8.00,3.40
14-October-2022,134.90,136.65,131.00,132.55,133.622330960854092526,2248,185,300383.00,1330,59.16,5.65,-2.35
13-October-2022,133.35,135.15,132.05,132.80,133.547123623011015911,817,114,109108.00,693,84.82,3.10,-0.55
12-October-2022,133.05,137.70,131.25,134.65,133.902409769926943626,9171,474,1228019.00,5209,56.80,6.45,1.60
11-October-2022,136.90,140.40,133.80,135.65,137.532942898975109809,683,97,93935.00,521,76.28,6.60,-1.25
10-October-2022,142.95,143.40,137.60,139.55,139.921223995850861522,17353,707,2428053.00,12922,74.47,5.80,-3.40
7-October-2022,137.15,147.50,137.15,146.40,143.752266666666666666,11250,565,1617213.00,6661,59.21,10.35,9.25
6-October-2022,130.55,140.00,130.55,137.00,135.217069701280227596,3515,259,475288.00,2184,62.13,9.45,6.45
4-October-2022,130.50,133.00,128.25,131.80,130.685251087386318703,5058,258,661006.00,3612,71.41,4.75,1.30
3-October-2022,127.10,133.10,127.10,128.70,131.083776471685791585,10719,509,1405087.00,6785,63.30,6.00,1.60
30-September-2022,126.05,131.70,126.05,128.20,129.183333333333333333,4020,250,519317.00,3074,76.47,5.65,2.15
29-September-2022,126.10,131.00,126.10,127.00,128.905966021335440537,2531,191,326261.00,2321,91.70,4.90,0.90
28-September-2022,126.00,129.70,124.50,126.60,127.716567777270652670,8764,454,1119308.00,5420,61.84,5.20,0.60
27-September-2022,127.85,134.90,125.05,127.65,127.622756827048114434,7690,444,981419.00,4794,62.34,9.85,-0.20
26-September-2022,132.00,132.00,122.45,126.25,126.354458803042800843,21822,1432,2757307.00,,,9.55,-5.75
23-September-2022,132.60,136.15,132.35,132.90,133.569511427972321241,4769,404,636993.00,2802,58.75,3.80,0.30
22-September-2022,132.00,137.95,132.00,134.70,134.872329525078129002,19519,1029,2632573.00,12785,65.50,5.95,2.70
21-September-2022,136.50,139.35,133.10,134.60,136.248144023756495916,10776,526,1468210.00,7700,71.46,6.25,-1.90
20-September-2022,145.00,145.00,136.55,138.35,141.587775262399670714,14577,862,2063925.00,9441,64.77,8.45,-6.65
19-September-2022,144.75,144.75,138.65,141.15,141.478780898378665721,11287,660,1596871.00,7351,65.13,6.10,-3.60
16-September-2022,148.25,150.05,138.00,140.05,143.331694457811159696,47797,1348,6850825.00,33071,69.19,12.05,-8.20
